experiment_id,timestamp,seed,variant,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,computational_time,data_source
ablation_42_5_game_theory_full_49,2026-09-01T13:56:01.861800,49,full,5,game_theory,100.0,27.0,27.0,0.972,1.07708,8.94,3.07,3.6e-05,SIMULATION
ablation_42_5_game_theory_full_50,2026-09-01T13:56:01.862717,50,full,5,game_theory,100.0,31.5,31.5,0.996,1.122897,14.97,2.33,4e-05,SIMULATION
ablation_42_5_game_theory_full_51,2026-09-01T13:56:01.863703,51,full,5,game_theory,100.0,31.5,31.5,0.9861,1.265681,11.41,3.51,3.6e-05,SIMULATION
ablation_42_5_game_theory_full_52,2026-09-01T13:56:01.864716,52,full,5,game_theory,100.0,30.0,30.0,0.9945,1.140938,21.7,1.27,3.5e-05,SIMULATION
ablation_42_5_game_theory_full_53,2026-09-01T13:56:01.865858,53,full,5,game_theory,100.0,30.0,30.0,0.9809,1.229435,16.64,5.45,3.5e-05,SIMULATION
ablation_42_5_game_theory_full_54,2026-09-01T13:56:01.866690,54,full,5,game_theory,100.0,32.0,32.0,0.999,1.236828,20.79,1.69,3.6e-05,SIMULATION
ablation_42_5_game_theory_full_55,2026-09-01T13:56:01.867459,55,full,5,game_theory,100.0,30.0,30.0,0.9809,1.059459,9.26,5.75,3.5e-05,SIMULATION
ablation_42_5_game_theory_full_56,2026-09-01T13:56:01.868413,56,full,5,game_theory,100.0,28.5,28.5,0.986,1.158497,21.52,3.8,4.1e-05,SIMULATION
ablation_42_5_game_theory_full_57,2026-09-01T13:56:01.869200,57,full,5,game_theory,100.0,29.5,29.5,0.9737,1.28745,8.6,3.95,3.9e-05,SIMULATION
ablation_42_5_game_theory_full_58,2026-09-01T13:56:01.870146,58,full,5,game_theory,100.0,29.5,29.5,0.9903,1.220931,16.13,2.03,3.6e-05,SIMULATION
ablation_42_5_game_theory_full_59,2026-09-01T13:56:01.870881,59,full,5,game_theory,100.0,30.0,30.0,0.9945,1.242211,11.14,5.66,3.5e-05,SIMULATION
ablation_42_5_game_theory_full_60,2026-09-01T13:56:01.871677,60,full,5,game_theory,100.0,30.0,30.0,0.9809,1.120861,12.31,3.89,3.6e-05,SIMULATION
ablation_42_5_game_theory_full_61,2026-09-01T13:56:01.872762,61,full,5,game_theory,100.0,30.0,30.0,0.9863,1.075716,14.92,3.78,9.8e-05,SIMULATION
ablation_42_5_game_theory_full_62,2026-09-01T13:56:01.874274,62,full,5,game_theory,100.0,30.5,30.5,0.9883,1.063571,20.99,1.87,0.000198,SIMULATION
ablation_42_5_game_theory_full_63,2026-09-01T13:56:01.875049,63,full,5,game_theory,100.0,28.5,28.5,0.9088,1.155492,14.23,2.47,3.8e-05,SIMULATION
ablation_42_5_game_theory_full_64,2026-09-01T13:56:01.875940,64,full,5,game_theory,100.0,29.5,29.5,0.9524,1.117367,14.67,4.15,3.7e-05,SIMULATION
ablation_42_5_game_theory_full_65,2026-09-01T13:56:01.877018,65,full,5,game_theory,100.0,30.5,30.5,0.9909,1.333304,13.81,2.44,3.5e-05,SIMULATION
ablation_42_5_game_theory_full_66,2026-09-01T13:56:01.877816,66,full,5,game_theory,100.0,29.5,29.5,0.9792,1.277388,8.99,3.17,3.6e-05,SIMULATION
ablation_42_5_game_theory_full_67,2026-09-01T13:56:01.878662,67,full,5,game_theory,100.0,27.5,27.5,0.9181,1.297962,9.05,4.83,3.5e-05,SIMULATION
ablation_42_5_game_theory_full_68,2026-09-01T13:56:01.879753,68,full,5,game_theory,100.0,30.0,30.0,0.9945,1.097577,18.38,5.7,3.5e-05,SIMULATION
ablation_42_5_game_theory_full_69,2026-09-01T13:56:01.880596,69,full,5,game_theory,100.0,27.0,27.0,0.9228,1.252285,17.58,1.48,3.9e-05,SIMULATION
ablation_42_5_game_theory_full_70,2026-09-01T13:56:01.881631,70,full,5,game_theory,100.0,29.5,29.5,0.9656,1.099939,20.74,2.47,4e-05,SIMULATION
ablation_42_5_game_theory_full_71,2026-09-01T13:56:01.882327,71,full,5,game_theory,100.0,31.0,31.0,0.9658,1.146839,12.53,4.1,3.5e-05,SIMULATION
ablation_42_10_equal_full_42,2026-09-01T13:56:01.882661,42,full,10,equal,100.0,83.16,83.16,0.9016,-1.149729,16.95,1.13,4e-05,SIMULATION
ablation_42_10_equal_full_43,2026-09-01T13:56:01.883028,43,full,10,equal,100.0,88.73,88.73,0.9512,-1.643215,8.54,4.48,3.9e-05,SIMULATION
ablation_42_10_equal_full_44,2026-09-01T13:56:01.883392,44,full,10,equal,100.0,80.28,80.28,0.8952,-1.106465,13.72,3.71,3.9e-05,SIMULATION
ablation_42_10_equal_full_45,2026-09-01T13:56:01.883762,45,full,10,equal,100.0,78.39,78.39,0.9246,-0.962324,11.81,3.44,4.2e-05,SIMULATION
ablation_42_10_equal_full_46,2026-09-01T13:56:01.884147,46,full,10,equal,100.0,81.37,81.37,0.9003,-1.398707,20.44,3.0,5.9e-05,SIMULATION
ablation_42_10_equal_full_47,2026-09-01T13:56:01.884516,47,full,10,equal,100.0,86.27,86.27,0.9528,-1.549909,12.93,3.15,3.9e-05,SIMULATION
ablation_42_10_equal_full_48,2026-09-01T13:56:01.884881,48,full,10,equal,100.0,88.4,88.4,0.9592,-1.486926,15.67,1.66,4e-05,SIMULATION
ablation_42_10_equal_full_49,2026-09-01T13:56:01.885279,49,full,10,equal,100.0,81.14,81.14,0.9377,-1.095698,8.94,3.07,4.4e-05,SIMULATION
ablation_42_10_equal_full_50,2026-09-01T13:56:01.885649,50,full,10,equal,100.0,91.08,91.08,0.9837,-1.876179,14.97,2.33,4e-05,SIMULATION
ablation_42_10_equal_full_51,2026-09-01T13:56:01.886015,51,full,10,equal,100.0,100.0,100.0,1.0,-2.571088,11.41,3.51,3.9e-05,SIMULATION
ablation_42_10_equal_full_52,2026-09-01T13:56:01.886374,52,full,10,equal,100.0,80.19,80.19,0.9041,-1.061559,21.7,1.27,3.9e-05,SIMULATION
ablation_42_10_equal_full_53,2026-09-01T13:56:01.886745,53,full,10,equal,100.0,90.64,90.64,0.9551,-2.08908,16.64,5.45,4e-05,SIMULATION
ablation_42_10_equal_full_54,2026-09-01T13:56:01.887112,54,full,10,equal,100.0,91.7,91.7,0.9732,-1.855705,20.79,1.69,4.3e-05,SIMULATION
ablation_42_10_equal_full_55,2026-09-01T13:56:01.887698,55,full,10,equal,100.0,91.48,91.48,0.9794,-1.933863,9.26,5.75,7.1e-05,SIMULATION
ablation_42_10_equal_full_56,2026-09-01T13:56:01.888143,56,full,10,equal,100.0,84.92,84.92,0.9313,-1.449289,21.52,3.8,5.8e-05,SIMULATION
ablation_42_10_equal_full_57,2026-09-01T13:56:01.888845,57,full,10,equal,100.0,93.27,93.27,0.9733,-1.743502,8.6,3.95,0.000108,SIMULATION
ablation_42_10_equal_full_58,2026-09-01T13:56:01.889495,58,full,10,equal,100.0,91.03,91.03,0.9626,-1.734533,16.13,2.03,5.7e-05,SIMULATION
ablation_42_10_equal_full_59,2026-09-01T13:56:01.890174,59,full,10,equal,100.0,94.24,94.24,0.9818,-2.08883,11.14,5.66,6.6e-05,SIMULATION
ablation_42_10_equal_full_60,2026-09-01T13:56:01.890795,60,full,10,equal,100.0,74.65,74.65,0.9388,-0.68962,12.31,3.89,7.9e-05,SIMULATION
ablation_42_10_equal_full_61,2026-09-01T13:56:01.891533,61,full,10,equal,100.0,81.25,81.25,0.9546,-1.165759,14.92,3.78,7e-05,SIMULATION
ablation_42_10_equal_full_62,2026-09-01T13:56:01.892251,62,full,10,equal,100.0,89.97,89.97,0.97,-1.941356,20.99,1.87,7.8e-05,SIMULATION
ablation_42_10_equal_full_63,2026-09-01T13:56:01.892639,63,full,10,equal,100.0,83.66,83.66,0.9216,-1.337773,14.23,2.47,4e-05,SIMULATION
ablation_42_10_equal_full_64,2026-09-01T13:56:01.893012,64,full,10,equal,100.0,77.57,77.57,0.8858,-0.86975,14.67,4.15,3.9e-05,SIMULATION
ablation_42_10_equal_full_65,2026-09-01T13:56:01.893381,65,full,10,equal,100.0,93.13,93.13,0.9649,-1.801892,13.81,2.44,3.9e-05,SIMULATION
ablation_42_10_equal_full_66,2026-09-01T13:56:01.893758,66,full,10,equal,100.0,86.36,86.36,0.9573,-1.308167,8.99,3.17,4e-05,SIMULATION
ablation_42_10_equal_full_67,2026-09-01T13:56:01.894127,67,full,10,equal,100.0,87.66,87.66,0.9434,-1.375576,9.05,4.83,4e-05,SIMULATION
ablation_42_10_equal_full_68,2026-09-01T13:56:01.894515,68,full,10,equal,100.0,87.96,87.96,0.9261,-1.728103,18.38,5.7,3.9e-05,SIMULATION
ablation_42_10_equal_full_69,2026-09-01T13:56:01.894914,69,full,10,equal,100.0,83.78,83.78,0.9284,-1.180922,17.58,1.48,5.2e-05,SIMULATION
ablation_42_10_equal_full_70,2026-09-01T13:56:01.895298,70,full,10,equal,100.0,89.39,89.39,0.9553,-1.795217,20.74,2.47,4e-05,SIMULATION
ablation_42_10_equal_full_71,2026-09-01T13:56:01.895675,71,full,10,equal,100.0,90.25,90.25,0.9611,-1.797772,12.53,4.1,4.2e-05,SIMULATION
ablation_42_10_proportional_full_42,2026-09-01T13:56:01.896049,42,full,10,proportional,100.0,100.0,100.0,0.7951,-2.602698,16.95,1.13,4e-05,SIMULATION
ablation_42_10_proportional_full_43,2026-09-01T13:56:01.896419,43,full,10,proportional,100.0,100.0,100.0,0.8273,-2.674519,8.54,4.48,4.2e-05,SIMULATION
ablation_42_10_proportional_full_44,2026-09-01T13:56:01.896783,44,full,10,proportional,100.0,100.0,100.0,0.7675,-2.852745,13.72,3.71,3.9e-05,SIMULATION
ablation_42_10_proportional_full_45,2026-09-01T13:56:01.897150,45,full,10,proportional,100.0,94.6,94.6,0.8119,-2.394872,11.81,3.44,3.9e-05,SIMULATION
ablation_42_10_proportional_full_46,2026-09-01T13:56:01.897547,46,full,10,proportional,100.0,100.0,100.0,0.794,-3.063122,20.44,3.0,4.3e-05,SIMULATION
ablation_42_10_proportional_full_47,2026-09-01T13:56:01.897914,47,full,10,proportional,100.0,100.0,100.0,0.8333,-2.774263,12.93,3.15,4e-05,SIMULATION
ablation_42_10_proportional_full_48,2026-09-01T13:56:01.898281,48,full,10,proportional,100.0,100.0,100.0,0.8326,-2.555518,15.67,1.66,3.9e-05,SIMULATION
ablation_42_10_proportional_full_49,2026-09-01T13:56:01.898643,49,full,10,proportional,100.0,100.0,100.0,0.8206,-2.684341,8.94,3.07,3.9e-05,SIMULATION
ablation_42_10_proportional_full_50,2026-09-01T13:56:01.899012,50,full,10,proportional,100.0,100.0,100.0,0.8665,-2.716174,14.97,2.33,4e-05,SIMULATION
ablation_42_10_proportional_full_51,2026-09-01T13:56:01.899376,51,full,10,proportional,100.0,100.0,100.0,0.9501,-2.55929,11.41,3.51,3.9e-05,SIMULATION
ablation_42_10_proportional_full_52,2026-09-01T13:56:01.899742,52,full,10,proportional,100.0,100.0,100.0,0.7657,-2.775116,21.7,1.27,3.9e-05,SIMULATION
ablation_42_10_proportional_full_53,2026-09-01T13:56:01.900134,53,full,10,proportional,100.0,100.0,100.0,0.8222,-2.975334,16.64,5.45,4e-05,SIMULATION
ablation_42_10_proportional_full_54,2026-09-01T13:56:01.900499,54,full,10,proportional,100.0,100.0,100.0,0.8734,-2.619805,20.79,1.69,3.9e-05,SIMULATION
ablation_42_10_proportional_full_55,2026-09-01T13:56:01.900867,55,full,10,proportional,100.0,100.0,100.0,0.86,-2.80765,9.26,5.75,4e-05,SIMULATION
ablation_42_10_proportional_full_56,2026-09-01T13:56:01.901237,56,full,10,proportional,100.0,100.0,100.0,0.7725,-2.863683,21.52,3.8,4e-05,SIMULATION
ablation_42_10_proportional_full_57,2026-09-01T13:56:01.901599,57,full,10,proportional,100.0,100.0,100.0,0.8504,-2.403185,8.6,3.95,3.9e-05,SIMULATION
ablation_42_10_proportional_full_58,2026-09-01T13:56:01.901990,58,full,10,proportional,100.0,100.0,100.0,0.8878,-2.614561,16.13,2.03,4e-05,SIMULATION
ablation_42_10_proportional_full_59,2026-09-01T13:56:01.902353,59,full,10,proportional,100.0,100.0,100.0,0.8569,-2.694844,11.14,5.66,4e-05,SIMULATION
ablation_42_10_proportional_full_60,2026-09-01T13:56:01.902719,60,full,10,proportional,100.0,90.22,90.22,0.788,-1.978541,12.31,3.89,3.9e-05,SIMULATION
ablation_42_10_proportional_full_61,2026-09-01T13:56:01.903399,61,full,10,proportional,100.0,89.05,89.05,0.91,-1.801034,14.92,3.78,7.5e-05,SIMULATION
ablation_42_10_proportional_full_62,2026-09-01T13:56:01.904085,62,full,10,proportional,100.0,100.0,100.0,0.8712,-2.996298,20.99,1.87,4.5e-05,SIMULATION
ablation_42_10_proportional_full_63,2026-09-01T13:56:01.904504,63,full,10,proportional,100.0,100.0,100.0,0.8473,-2.831439,14.23,2.47,4.4e-05,SIMULATION
ablation_42_10_proportional_full_64,2026-09-01T13:56:01.904887,64,full,10,proportional,100.0,98.8,98.8,0.791,-2.687737,14.67,4.15,4.2e-05,SIMULATION
ablation_42_10_proportional_full_65,2026-09-01T13:56:01.905297,65,full,10,proportional,100.0,100.0,100.0,0.8633,-2.468111,13.81,2.44,6.6e-05,SIMULATION
ablation_42_10_proportional_full_66,2026-09-01T13:56:01.905769,66,full,10,proportional,100.0,100.0,100.0,0.8785,-2.498924,8.99,3.17,4.6e-05,SIMULATION
ablation_42_10_proportional_full_67,2026-09-01T13:56:01.906162,67,full,10,proportional,100.0,100.0,100.0,0.8176,-2.490611,9.05,4.83,4.5e-05,SIMULATION
ablation_42_10_proportional_full_68,2026-09-01T13:56:01.906874,68,full,10,proportional,100.0,100.0,100.0,0.8092,-2.816687,18.38,5.7,7.4e-05,SIMULATION
ablation_42_10_proportional_full_69,2026-09-01T13:56:01.907286,69,full,10,proportional,100.0,100.0,100.0,0.7646,-2.58795,17.58,1.48,4.2e-05,SIMULATION
ablation_42_10_proportional_full_70,2026-09-01T13:56:01.907700,70,full,10,proportional,100.0,100.0,100.0,0.8386,-2.818085,20.74,2.47,4.5e-05,SIMULATION
ablation_42_10_proportional_full_71,2026-09-01T13:56:01.908081,71,full,10,proportional,100.0,100.0,100.0,0.8748,-2.705097,12.53,4.1,4e-05,SIMULATION
ablation_42_10_priority_full_42,2026-09-01T13:56:01.908673,42,full,10,priority,100.0,100.0,100.0,0.9234,-2.553781,16.95,1.13,4.5e-05,SIMULATION
ablation_42_10_priority_full_43,2026-09-01T13:56:01.909084,43,full,10,priority,100.0,100.0,100.0,0.9052,-2.712498,8.54,4.48,4.3e-05,SIMULATION
ablation_42_10_priority_full_44,2026-09-01T13:56:01.909487,44,full,10,priority,100.0,100.0,100.0,0.9054,-2.814991,13.72,3.71,4.3e-05,SIMULATION
ablation_42_10_priority_full_45,2026-09-01T13:56:01.909884,45,full,10,priority,100.0,100.0,100.0,0.9246,-2.805714,11.81,3.44,4.2e-05,SIMULATION
ablation_42_10_priority_full_46,2026-09-01T13:56:01.910291,46,full,10,priority,100.0,100.0,100.0,0.8868,-3.08429,20.44,3.0,4.4e-05,SIMULATION
ablation_42_10_priority_full_47,2026-09-01T13:56:01.910693,47,full,10,priority,100.0,100.0,100.0,0.9384,-2.779446,12.93,3.15,4.8e-05,SIMULATION
ablation_42_10_priority_full_48,2026-09-01T13:56:01.911093,48,full,10,priority,100.0,100.0,100.0,0.9474,-2.528838,15.67,1.66,4.2e-05,SIMULATION
ablation_42_10_priority_full_49,2026-09-01T13:56:01.911578,49,full,10,priority,100.0,100.0,100.0,0.9491,-2.669597,8.94,3.07,4.2e-05,SIMULATION
ablation_42_10_priority_full_50,2026-09-01T13:56:01.911967,50,full,10,priority,100.0,100.0,100.0,0.963,-2.733529,14.97,2.33,4.1e-05,SIMULATION
ablation_42_10_priority_full_51,2026-09-01T13:56:01.912352,51,full,10,priority,100.0,100.0,100.0,0.9723,-2.638967,11.41,3.51,4e-05,SIMULATION
ablation_42_10_priority_full_52,2026-09-01T13:56:01.912735,52,full,10,priority,100.0,100.0,100.0,0.9319,-2.768423,21.7,1.27,4.1e-05,SIMULATION
ablation_42_10_priority_full_53,2026-09-01T13:56:01.913115,53,full,10,priority,100.0,100.0,100.0,0.9286,-3.043286,16.64,5.45,4e-05,SIMULATION
ablation_42_10_priority_full_54,2026-09-01T13:56:01.913497,54,full,10,priority,100.0,100.0,100.0,0.9592,-2.644424,20.79,1.69,4.1e-05,SIMULATION
ablation_42_10_priority_full_55,2026-09-01T13:56:01.913880,55,full,10,priority,100.0,100.0,100.0,0.9454,-2.786358,9.26,5.75,4.2e-05,SIMULATION
ablation_42_10_priority_full_56,2026-09-01T13:56:01.914276,56,full,10,priority,100.0,100.0,100.0,0.9182,-2.822436,21.52,3.8,4.2e-05,SIMULATION
ablation_42_10_priority_full_57,2026-09-01T13:56:01.914664,57,full,10,priority,100.0,100.0,100.0,0.9705,-2.342907,8.6,3.95,4.2e-05,SIMULATION
ablation_42_10_priority_full_58,2026-09-01T13:56:01.915056,58,full,10,priority,100.0,100.0,100.0,0.9354,-2.597417,16.13,2.03,4.2e-05,SIMULATION
ablation_42_10_priority_full_59,2026-09-01T13:56:01.915450,59,full,10,priority,100.0,100.0,100.0,0.9519,-2.706689,11.14,5.66,4.3e-05,SIMULATION
ablation_42_10_priority_full_60,2026-09-01T13:56:01.915873,60,full,10,priority,100.0,100.0,100.0,0.9382,-2.775234,12.31,3.89,4.3e-05,SIMULATION
ablation_42_10_priority_full_61,2026-09-01T13:56:01.916256,61,full,10,priority,100.0,100.0,100.0,0.9616,-2.792764,14.92,3.78,4e-05,SIMULATION
ablation_42_10_priority_full_62,2026-09-01T13:56:01.916634,62,full,10,priority,100.0,100.0,100.0,0.947,-2.935507,20.99,1.87,4.1e-05,SIMULATION
ablation_42_10_priority_full_63,2026-09-01T13:56:01.917020,63,full,10,priority,100.0,100.0,100.0,0.9021,-2.799976,14.23,2.47,4.1e-05,SIMULATION
ablation_42_10_priority_full_64,2026-09-01T13:56:01.917413,64,full,10,priority,100.0,100.0,100.0,0.8964,-2.757653,14.67,4.15,4.7e-05,SIMULATION
ablation_42_10_priority_full_65,2026-09-01T13:56:01.917967,65,full,10,priority,100.0,100.0,100.0,0.9396,-2.451123,13.81,2.44,7.7e-05,SIMULATION
ablation_42_10_priority_full_66,2026-09-01T13:56:01.918533,66,full,10,priority,100.0,100.0,100.0,0.9508,-2.48442,8.99,3.17,4.2e-05,SIMULATION
ablation_42_10_priority_full_67,2026-09-01T13:56:01.919200,67,full,10,priority,100.0,100.0,100.0,0.9482,-2.447857,9.05,4.83,8.4e-05,SIMULATION
ablation_42_10_priority_full_68,2026-09-01T13:56:01.919900,68,full,10,priority,100.0,100.0,100.0,0.9397,-2.83078,18.38,5.7,7.5e-05,SIMULATION
ablation_42_10_priority_full_69,2026-09-01T13:56:01.920595,69,full,10,priority,100.0,100.0,100.0,0.9594,-2.559463,17.58,1.48,7.5e-05,SIMULATION
ablation_42_10_priority_full_70,2026-09-01T13:56:01.921274,70,full,10,priority,100.0,100.0,100.0,0.9433,-2.800872,20.74,2.47,7.3e-05,SIMULATION
ablation_42_10_priority_full_71,2026-09-01T13:56:01.921951,71,full,10,priority,100.0,100.0,100.0,0.9315,-2.742841,12.53,4.1,7.3e-05,SIMULATION
ablation_42_10_max_min_fairness_full_42,2026-09-01T13:56:01.922658,42,full,10,max_min_fairness,100.0,100.0,100.0,0.8673,-2.575055,16.95,1.13,7.6e-05,SIMULATION
ablation_42_10_max_min_fairness_full_43,2026-09-01T13:56:01.923469,43,full,10,max_min_fairness,100.0,100.0,100.0,0.9335,-2.650625,8.54,4.48,8.1e-05,SIMULATION
ablation_42_10_max_min_fairness_full_44,2026-09-01T13:56:01.924159,44,full,10,max_min_fairness,100.0,100.0,100.0,0.8408,-2.833134,13.72,3.71,7.6e-05,SIMULATION
ablation_42_10_max_min_fairness_full_45,2026-09-01T13:56:01.924840,45,full,10,max_min_fairness,100.0,94.6,94.6,0.8119,-2.394872,11.81,3.44,7.5e-05,SIMULATION
ablation_42_10_max_min_fairness_full_46,2026-09-01T13:56:01.925531,46,full,10,max_min_fairness,100.0,100.0,100.0,0.8247,-3.069555,20.44,3.0,7.4e-05,SIMULATION
ablation_42_10_max_min_fairness_full_47,2026-09-01T13:56:01.926212,47,full,10,max_min_fairness,100.0,100.0,100.0,0.9067,-2.764844,12.93,3.15,7.5e-05,SIMULATION
ablation_42_10_max_min_fairness_full_48,2026-09-01T13:56:01.926902,48,full,10,max_min_fairness,100.0,100.0,100.0,0.9374,-2.498558,15.67,1.66,7.7e-05,SIMULATION
ablation_42_10_max_min_fairness_full_49,2026-09-01T13:56:01.927581,49,full,10,max_min_fairness,100.0,100.0,100.0,0.8565,-2.676585,8.94,3.07,7.3e-05,SIMULATION
ablation_42_10_max_min_fairness_full_50,2026-09-01T13:56:01.928284,50,full,10,max_min_fairness,100.0,100.0,100.0,0.9594,-2.692389,14.97,2.33,7.7e-05,SIMULATION
ablation_42_10_max_min_fairness_full_51,2026-09-01T13:56:01.928955,51,full,10,max_min_fairness,100.0,100.0,100.0,1.0,-2.571088,11.41,3.51,7.3e-05,SIMULATION
ablation_42_10_max_min_fairness_full_52,2026-09-01T13:56:01.929644,52,full,10,max_min_fairness,100.0,100.0,100.0,0.8271,-2.765228,21.7,1.27,7.4e-05,SIMULATION
ablation_42_10_max_min_fairness_full_53,2026-09-01T13:56:01.930327,53,full,10,max_min_fairness,100.0,100.0,100.0,0.9417,-2.960275,16.64,5.45,7.4e-05,SIMULATION
ablation_42_10_max_min_fairness_full_54,2026-09-01T13:56:01.931011,54,full,10,max_min_fairness,100.0,100.0,100.0,0.9617,-2.61077,20.79,1.69,7.5e-05,SIMULATION
ablation_42_10_max_min_fairness_full_55,2026-09-01T13:56:01.931689,55,full,10,max_min_fairness,100.0,100.0,100.0,0.9644,-2.732249,9.26,5.75,7.5e-05,SIMULATION
ablation_42_10_max_min_fairness_full_56,2026-09-01T13:56:01.932424,56,full,10,max_min_fairness,100.0,100.0,100.0,0.8987,-2.773592,21.52,3.8,7.5e-05,SIMULATION
ablation_42_10_max_min_fairness_full_57,2026-09-01T13:56:01.933104,57,full,10,max_min_fairness,100.0,100.0,100.0,0.9663,-2.339555,8.6,3.95,7.3e-05,SIMULATION
ablation_42_10_max_min_fairness_full_58,2026-09-01T13:56:01.933792,58,full,10,max_min_fairness,100.0,100.0,100.0,0.9521,-2.53958,16.13,2.03,7.5e-05,SIMULATION
ablation_42_10_max_min_fairness_full_59,2026-09-01T13:56:01.934481,59,full,10,max_min_fairness,100.0,100.0,100.0,0.9763,-2.629224,11.14,5.66,7.4e-05,SIMULATION
ablation_42_10_max_min_fairness_full_60,2026-09-01T13:56:01.935266,60,full,10,max_min_fairness,100.0,90.22,90.22,0.788,-1.978541,12.31,3.89,5.3e-05,SIMULATION
ablation_42_10_max_min_fairness_full_61,2026-09-01T13:56:01.935889,61,full,10,max_min_fairness,100.0,89.05,89.05,0.91,-1.801034,14.92,3.78,7.8e-05,SIMULATION
ablation_42_10_max_min_fairness_full_62,2026-09-01T13:56:01.936419,62,full,10,max_min_fairness,100.0,100.0,100.0,0.9517,-2.884666,20.99,1.87,7.8e-05,SIMULATION
ablation_42_10_max_min_fairness_full_63,2026-09-01T13:56:01.937436,63,full,10,max_min_fairness,100.0,100.0,100.0,0.8709,-2.810145,14.23,2.47,0.000159,SIMULATION
ablation_42_10_max_min_fairness_full_64,2026-09-01T13:56:01.938228,64,full,10,max_min_fairness,100.0,98.8,98.8,0.791,-2.687737,14.67,4.15,0.000122,SIMULATION
ablation_42_10_max_min_fairness_full_65,2026-09-01T13:56:01.939287,65,full,10,max_min_fairness,100.0,100.0,100.0,0.9596,-2.419422,13.81,2.44,0.000131,SIMULATION
ablation_42_10_max_min_fairness_full_66,2026-09-01T13:56:01.940660,66,full,10,max_min_fairness,100.0,100.0,100.0,0.9104,-2.487584,8.99,3.17,0.000108,SIMULATION
ablation_42_10_max_min_fairness_full_67,2026-09-01T13:56:01.941452,67,full,10,max_min_fairness,100.0,100.0,100.0,0.9198,-2.451319,9.05,4.83,5.2e-05,SIMULATION
ablation_42_10_max_min_fairness_full_68,2026-09-01T13:56:01.941951,68,full,10,max_min_fairness,100.0,100.0,100.0,0.9116,-2.804469,18.38,5.7,4.9e-05,SIMULATION
ablation_42_10_max_min_fairness_full_69,2026-09-01T13:56:01.942935,69,full,10,max_min_fairness,100.0,100.0,100.0,0.8725,-2.558701,17.58,1.48,0.00013,SIMULATION
ablation_42_10_max_min_fairness_full_70,2026-09-01T13:56:01.943378,70,full,10,max_min_fairness,100.0,100.0,100.0,0.9385,-2.76647,20.74,2.47,4.2e-05,SIMULATION
ablation_42_10_max_min_fairness_full_71,2026-09-01T13:56:01.943851,71,full,10,max_min_fairness,100.0,100.0,100.0,0.9453,-2.688707,12.53,4.1,7.5e-05,SIMULATION
ablation_42_10_alpha_fair_full_42,2026-09-01T13:56:01.944545,42,full,10,alpha_fair,100.0,100.0,100.0,0.7951,-2.602698,16.95,1.13,7.7e-05,SIMULATION
ablation_42_10_alpha_fair_full_43,2026-09-01T13:56:01.945159,43,full,10,alpha_fair,100.0,100.0,100.0,0.8273,-2.674519,8.54,4.48,4.6e-05,SIMULATION
ablation_42_10_alpha_fair_full_44,2026-09-01T13:56:01.945547,44,full,10,alpha_fair,100.0,100.0,100.0,0.7675,-2.852745,13.72,3.71,4.1e-05,SIMULATION
ablation_42_10_alpha_fair_full_45,2026-09-01T13:56:01.945920,45,full,10,alpha_fair,100.0,94.6,94.6,0.8119,-2.394872,11.81,3.44,4e-05,SIMULATION
ablation_42_10_alpha_fair_full_46,2026-09-01T13:56:01.946294,46,full,10,alpha_fair,100.0,100.0,100.0,0.794,-3.063122,20.44,3.0,4e-05,SIMULATION
ablation_42_10_alpha_fair_full_47,2026-09-01T13:56:01.946701,47,full,10,alpha_fair,100.0,100.0,100.0,0.8333,-2.774263,12.93,3.15,4.1e-05,SIMULATION
ablation_42_10_alpha_fair_full_48,2026-09-01T13:56:01.947079,48,full,10,alpha_fair,100.0,100.0,100.0,0.8326,-2.555518,15.67,1.66,4.1e-05,SIMULATION
