experiment_id,timestamp,seed,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,repetition,computational_time,convergence_iterations,converged,is_nash_equilibrium,data_source
exp_42_20_priority_10,2026-09-01T13:22:29.908913,51,20,priority,100.0,100.0,100.0,0.936,-0.6083,11.41,3.51,10,0.0003,,,,SIMULATION
exp_42_20_max_min_fairness_1,2026-09-01T13:22:29.910290,42,20,max_min_fairness,100.0,100.0,100.0,0.9798,-0.543,16.95,1.13,1,0.0009,,,,SIMULATION
exp_42_20_max_min_fairness_2,2026-09-01T13:22:29.911023,43,20,max_min_fairness,100.0,100.0,100.0,0.9924,-0.549,8.54,4.48,2,0.0006,,,,SIMULATION
exp_42_20_max_min_fairness_3,2026-09-01T13:22:29.911731,44,20,max_min_fairness,100.0,100.0,100.0,0.9817,-0.5847,13.72,3.71,3,0.0006,,,,SIMULATION
exp_42_20_max_min_fairness_4,2026-09-01T13:22:29.912239,45,20,max_min_fairness,100.0,100.0,100.0,0.9748,-0.6044,11.81,3.44,4,0.0004,,,,SIMULATION
exp_42_20_max_min_fairness_5,2026-09-01T13:22:29.912582,46,20,max_min_fairness,100.0,100.0,100.0,0.9842,-0.6675,20.44,3.0,5,0.0003,,,,SIMULATION
exp_42_20_max_min_fairness_6,2026-09-01T13:22:29.913621,47,20,max_min_fairness,100.0,100.0,100.0,0.9895,-0.607,12.93,3.15,6,0.0009,,,,SIMULATION
exp_42_20_max_min_fairness_7,2026-09-01T13:22:29.914037,48,20,max_min_fairness,100.0,100.0,100.0,1.0,-0.5199,15.67,1.66,7,0.0003,,,,SIMULATION
exp_42_20_max_min_fairness_8,2026-09-01T13:22:29.914612,49,20,max_min_fairness,100.0,100.0,100.0,0.9995,-0.5813,8.94,3.07,8,0.0005,,,,SIMULATION
exp_42_20_max_min_fairness_9,2026-09-01T13:22:29.915164,50,20,max_min_fairness,100.0,100.0,100.0,0.9959,-0.6024,14.97,2.33,9,0.0005,,,,SIMULATION
exp_42_20_max_min_fairness_10,2026-09-01T13:22:29.915630,51,20,max_min_fairness,100.0,100.0,100.0,1.0,-0.5663,11.41,3.51,10,0.0004,,,,SIMULATION
exp_42_20_alpha_fair_1,2026-09-01T13:22:29.916044,42,20,alpha_fair,100.0,100.0,100.0,0.8473,-0.5895,16.95,1.13,1,0.0003,,,,SIMULATION
exp_42_20_alpha_fair_2,2026-09-01T13:22:29.916299,43,20,alpha_fair,100.0,100.0,100.0,0.7922,-0.6259,8.54,4.48,2,0.0002,,,,SIMULATION
exp_42_20_alpha_fair_3,2026-09-01T13:22:29.916545,44,20,alpha_fair,100.0,100.0,100.0,0.764,-0.6785,13.72,3.71,3,0.0002,,,,SIMULATION
exp_42_20_alpha_fair_4,2026-09-01T13:22:29.916787,45,20,alpha_fair,100.0,100.0,100.0,0.7559,-0.7021,11.81,3.44,4,0.0002,,,,SIMULATION
exp_42_20_alpha_fair_5,2026-09-01T13:22:29.917028,46,20,alpha_fair,100.0,100.0,100.0,0.8103,-0.7191,20.44,3.0,5,0.0002,,,,SIMULATION
exp_42_20_alpha_fair_6,2026-09-01T13:22:29.917301,47,20,alpha_fair,100.0,100.0,100.0,0.8035,-0.6838,12.93,3.15,6,0.0002,,,,SIMULATION
exp_42_20_alpha_fair_7,2026-09-01T13:22:29.917601,48,20,alpha_fair,100.0,100.0,100.0,0.8163,-0.6015,15.67,1.66,7,0.0003,,,,SIMULATION
exp_42_20_alpha_fair_8,2026-09-01T13:22:29.917808,49,20,alpha_fair,100.0,100.0,100.0,0.7962,-0.6372,8.94,3.07,8,0.0002,,,,SIMULATION
exp_42_20_alpha_fair_9,2026-09-01T13:22:29.917979,50,20,alpha_fair,100.0,100.0,100.0,0.8461,-0.6591,14.97,2.33,9,0.0002,,,,SIMULATION
exp_42_20_alpha_fair_10,2026-09-01T13:22:29.918145,51,20,alpha_fair,100.0,100.0,100.0,0.8864,-0.6038,11.41,3.51,10,0.0001,,,,SIMULATION
exp_42_20_game_theory_1,2026-09-01T13:22:29.925476,42,20,game_theory,100.0,59.5,59.5,0.9581,0.8383,16.95,1.13,1,0.0073,5,True,True,SIMULATION
exp_42_20_game_theory_2,2026-09-01T13:22:29.934555,43,20,game_theory,100.0,59.5,59.5,0.9555,0.821,8.54,4.48,2,0.009,4,True,True,SIMULATION
exp_42_20_game_theory_3,2026-09-01T13:22:29.941279,44,20,game_theory,100.0,59.5,59.5,0.9555,0.8801,13.72,3.71,3,0.0066,4,True,True,SIMULATION
exp_42_20_game_theory_4,2026-09-01T13:22:29.951924,45,20,game_theory,100.0,59.5,59.5,0.9713,0.8634,11.81,3.44,4,0.009,5,True,True,SIMULATION
exp_42_20_game_theory_5,2026-09-01T13:22:29.968707,46,20,game_theory,100.0,59.5,59.5,0.9607,0.8123,20.44,3.0,5,0.0167,6,True,True,SIMULATION
exp_42_20_game_theory_6,2026-09-01T13:22:29.978763,47,20,game_theory,100.0,59.5,59.5,0.9633,0.8183,12.93,3.15,6,0.01,6,True,True,SIMULATION
exp_42_20_game_theory_7,2026-09-01T13:22:29.987368,48,20,game_theory,100.0,59.5,59.5,0.9686,0.8384,15.67,1.66,7,0.0085,5,True,True,SIMULATION
exp_42_20_game_theory_8,2026-09-01T13:22:29.998919,49,20,game_theory,100.0,58.0,58.0,0.9695,0.7682,8.94,3.07,8,0.0115,5,True,True,SIMULATION
exp_42_20_game_theory_9,2026-09-01T13:22:30.007363,50,20,game_theory,100.0,59.5,59.5,0.966,0.8439,14.97,2.33,9,0.0084,5,True,True,SIMULATION
exp_42_20_game_theory_10,2026-09-01T13:22:30.019018,51,20,game_theory,100.0,59.5,59.5,0.9555,0.8606,11.41,3.51,10,0.0116,4,True,True,SIMULATION
exp_42_30_equal_1,2026-09-01T13:22:30.019432,42,30,equal,100.0,97.9,97.9,0.9936,0.0084,16.95,1.13,1,0.0004,,,,SIMULATION
exp_42_30_equal_2,2026-09-01T13:22:30.019808,43,30,equal,100.0,99.36,99.36,0.999,-0.0421,8.54,4.48,2,0.0003,,,,SIMULATION
exp_42_30_equal_3,2026-09-01T13:22:30.020188,44,30,equal,100.0,99.47,99.47,0.9992,-0.0319,13.72,3.71,3,0.0003,,,,SIMULATION
exp_42_30_equal_4,2026-09-01T13:22:30.020567,45,30,equal,100.0,98.58,98.58,0.9958,-0.0151,11.81,3.44,4,0.0003,,,,SIMULATION
exp_42_30_equal_5,2026-09-01T13:22:30.020950,46,30,equal,100.0,98.91,98.91,0.9965,-0.0885,20.44,3.0,5,0.0003,,,,SIMULATION
exp_42_30_equal_6,2026-09-01T13:22:30.021311,47,30,equal,100.0,99.67,99.67,0.9997,-0.0604,12.93,3.15,6,0.0003,,,,SIMULATION
exp_42_30_equal_7,2026-09-01T13:22:30.021673,48,30,equal,100.0,100.0,100.0,1.0,-0.0201,15.67,1.66,7,0.0003,,,,SIMULATION
exp_42_30_equal_8,2026-09-01T13:22:30.022041,49,30,equal,100.0,100.0,100.0,1.0,-0.0417,8.94,3.07,8,0.0003,,,,SIMULATION
exp_42_30_equal_9,2026-09-01T13:22:30.022403,50,30,equal,100.0,100.0,100.0,1.0,-0.0602,14.97,2.33,9,0.0003,,,,SIMULATION
exp_42_30_equal_10,2026-09-01T13:22:30.022817,51,30,equal,100.0,100.0,100.0,1.0,-0.0202,11.41,3.51,10,0.0004,,,,SIMULATION
exp_42_30_proportional_1,2026-09-01T13:22:30.023226,42,30,proportional,100.0,100.0,100.0,0.8041,-0.1035,16.95,1.13,1,0.0004,,,,SIMULATION
exp_42_30_proportional_2,2026-09-01T13:22:30.023596,43,30,proportional,100.0,100.0,100.0,0.8005,-0.1155,8.54,4.48,2,0.0003,,,,SIMULATION
exp_42_30_proportional_3,2026-09-01T13:22:30.023956,44,30,proportional,100.0,100.0,100.0,0.7492,-0.1322,13.72,3.71,3,0.0003,,,,SIMULATION
exp_42_30_proportional_4,2026-09-01T13:22:30.028163,45,30,proportional,100.0,100.0,100.0,0.7845,-0.1339,11.81,3.44,4,0.003,,,,SIMULATION
exp_42_30_proportional_5,2026-09-01T13:22:30.028945,46,30,proportional,100.0,100.0,100.0,0.834,-0.1639,20.44,3.0,5,0.0006,,,,SIMULATION
exp_42_30_proportional_6,2026-09-01T13:22:30.029423,47,30,proportional,100.0,100.0,100.0,0.8394,-0.124,12.93,3.15,6,0.0004,,,,SIMULATION
exp_42_30_proportional_7,2026-09-01T13:22:30.030009,48,30,proportional,100.0,100.0,100.0,0.8271,-0.0859,15.67,1.66,7,0.0004,,,,SIMULATION
exp_42_30_proportional_8,2026-09-01T13:22:30.030456,49,30,proportional,100.0,100.0,100.0,0.8093,-0.1026,8.94,3.07,8,0.0004,,,,SIMULATION
exp_42_30_proportional_9,2026-09-01T13:22:30.030892,50,30,proportional,100.0,100.0,100.0,0.8541,-0.1046,14.97,2.33,9,0.0004,,,,SIMULATION
exp_42_30_proportional_10,2026-09-01T13:22:30.031340,51,30,proportional,100.0,100.0,100.0,0.8375,-0.0615,11.41,3.51,10,0.0004,,,,SIMULATION
exp_42_30_priority_1,2026-09-01T13:22:30.031995,42,30,priority,100.0,100.0,100.0,0.9351,-0.07,16.95,1.13,1,0.0006,,,,SIMULATION
exp_42_30_priority_2,2026-09-01T13:22:30.032656,43,30,priority,100.0,100.0,100.0,0.9312,-0.077,8.54,4.48,2,0.0005,,,,SIMULATION
exp_42_30_priority_3,2026-09-01T13:22:30.033379,44,30,priority,100.0,100.0,100.0,0.9408,-0.0732,13.72,3.71,3,0.0006,,,,SIMULATION
exp_42_30_priority_4,2026-09-01T13:22:30.033830,45,30,priority,100.0,100.0,100.0,0.9403,-0.0818,11.81,3.44,4,0.0004,,,,SIMULATION
exp_42_30_priority_5,2026-09-01T13:22:30.034274,46,30,priority,100.0,100.0,100.0,0.9376,-0.1556,20.44,3.0,5,0.0004,,,,SIMULATION
exp_42_30_priority_6,2026-09-01T13:22:30.034751,47,30,priority,100.0,100.0,100.0,0.9342,-0.0998,12.93,3.15,6,0.0004,,,,SIMULATION
exp_42_30_priority_7,2026-09-01T13:22:30.035187,48,30,priority,100.0,100.0,100.0,0.9432,-0.0432,15.67,1.66,7,0.0004,,,,SIMULATION
exp_42_30_priority_8,2026-09-01T13:22:30.035601,49,30,priority,100.0,100.0,100.0,0.9329,-0.0652,8.94,3.07,8,0.0004,,,,SIMULATION
exp_42_30_priority_9,2026-09-01T13:22:30.036021,50,30,priority,100.0,100.0,100.0,0.9364,-0.091,14.97,2.33,9,0.0004,,,,SIMULATION
exp_42_30_priority_10,2026-09-01T13:22:30.036464,51,30,priority,100.0,100.0,100.0,0.9411,-0.0434,11.41,3.51,10,0.0004,,,,SIMULATION
exp_42_30_max_min_fairness_1,2026-09-01T13:22:30.036897,42,30,max_min_fairness,100.0,100.0,100.0,0.9929,-0.0448,16.95,1.13,1,0.0004,,,,SIMULATION
exp_42_30_max_min_fairness_2,2026-09-01T13:22:30.037343,43,30,max_min_fairness,100.0,100.0,100.0,0.9989,-0.0584,8.54,4.48,2,0.0004,,,,SIMULATION
exp_42_30_max_min_fairness_3,2026-09-01T13:22:30.037767,44,30,max_min_fairness,100.0,100.0,100.0,0.9991,-0.0457,13.72,3.71,3,0.0004,,,,SIMULATION
exp_42_30_max_min_fairness_4,2026-09-01T13:22:30.038073,45,30,max_min_fairness,100.0,100.0,100.0,0.9956,-0.0515,11.81,3.44,4,0.0003,,,,SIMULATION
exp_42_30_max_min_fairness_5,2026-09-01T13:22:30.038591,46,30,max_min_fairness,100.0,100.0,100.0,0.9963,-0.1172,20.44,3.0,5,0.0005,,,,SIMULATION
exp_42_30_max_min_fairness_6,2026-09-01T13:22:30.039053,47,30,max_min_fairness,100.0,100.0,100.0,0.9997,-0.0691,12.93,3.15,6,0.0004,,,,SIMULATION
exp_42_30_max_min_fairness_7,2026-09-01T13:22:30.039488,48,30,max_min_fairness,100.0,100.0,100.0,1.0,-0.0201,15.67,1.66,7,0.0004,,,,SIMULATION
exp_42_30_max_min_fairness_8,2026-09-01T13:22:30.039918,49,30,max_min_fairness,100.0,100.0,100.0,1.0,-0.0417,8.94,3.07,8,0.0004,,,,SIMULATION
exp_42_30_max_min_fairness_9,2026-09-01T13:22:30.040381,50,30,max_min_fairness,100.0,100.0,100.0,1.0,-0.0602,14.97,2.33,9,0.0004,,,,SIMULATION
exp_42_30_max_min_fairness_10,2026-09-01T13:22:30.040823,51,30,max_min_fairness,100.0,100.0,100.0,1.0,-0.0202,11.41,3.51,10,0.0004,,,,SIMULATION
exp_42_30_alpha_fair_1,2026-09-01T13:22:30.046918,42,30,alpha_fair,100.0,100.0,100.0,0.8041,-0.1035,16.95,1.13,1,0.006,,,,SIMULATION
exp_42_30_alpha_fair_2,2026-09-01T13:22:30.047355,43,30,alpha_fair,100.0,100.0,100.0,0.8005,-0.1155,8.54,4.48,2,0.0004,,,,SIMULATION
exp_42_30_alpha_fair_3,2026-09-01T13:22:30.047799,44,30,alpha_fair,100.0,100.0,100.0,0.7492,-0.1322,13.72,3.71,3,0.0004,,,,SIMULATION
exp_42_30_alpha_fair_4,2026-09-01T13:22:30.048218,45,30,alpha_fair,100.0,100.0,100.0,0.7845,-0.1339,11.81,3.44,4,0.0004,,,,SIMULATION
exp_42_30_alpha_fair_5,2026-09-01T13:22:30.048742,46,30,alpha_fair,100.0,100.0,100.0,0.834,-0.1639,20.44,3.0,5,0.0005,,,,SIMULATION
exp_42_30_alpha_fair_6,2026-09-01T13:22:30.049660,47,30,alpha_fair,100.0,100.0,100.0,0.8394,-0.124,12.93,3.15,6,0.0008,,,,SIMULATION
exp_42_30_alpha_fair_7,2026-09-01T13:22:30.050350,48,30,alpha_fair,100.0,100.0,100.0,0.8271,-0.0859,15.67,1.66,7,0.0006,,,,SIMULATION
exp_42_30_alpha_fair_8,2026-09-01T13:22:30.050868,49,30,alpha_fair,100.0,100.0,100.0,0.8093,-0.1026,8.94,3.07,8,0.0004,,,,SIMULATION
exp_42_30_alpha_fair_9,2026-09-01T13:22:30.051260,50,30,alpha_fair,100.0,100.0,100.0,0.8541,-0.1046,14.97,2.33,9,0.0003,,,,SIMULATION
exp_42_30_alpha_fair_10,2026-09-01T13:22:30.051648,51,30,alpha_fair,100.0,100.0,100.0,0.8375,-0.0615,11.41,3.51,10,0.0004,,,,SIMULATION
exp_42_30_game_theory_1,2026-09-01T13:22:30.070664,42,30,game_theory,100.0,71.0,71.0,0.9547,0.6686,16.95,1.13,1,0.019,5,True,True,SIMULATION
exp_42_30_game_theory_2,2026-09-01T13:22:30.090343,43,30,game_theory,100.0,71.0,71.0,0.9575,0.6391,8.54,4.48,2,0.0196,5,True,True,SIMULATION
exp_42_30_game_theory_3,2026-09-01T13:22:30.116786,44,30,game_theory,100.0,72.0,72.0,0.9417,0.6904,13.72,3.71,3,0.0264,6,True,True,SIMULATION
exp_42_30_game_theory_4,2026-09-01T13:22:30.136634,45,30,game_theory,100.0,71.5,71.5,0.9507,0.6856,11.81,3.44,4,0.0198,6,True,True,SIMULATION
exp_42_30_game_theory_5,2026-09-01T13:22:30.154326,46,30,game_theory,100.0,71.0,71.0,0.9547,0.6769,20.44,3.0,5,0.0176,6,True,True,SIMULATION
exp_42_30_game_theory_6,2026-09-01T13:22:30.165994,47,30,game_theory,100.0,71.0,71.0,0.9575,0.6768,12.93,3.15,6,0.0116,5,True,True,SIMULATION
exp_42_30_game_theory_7,2026-09-01T13:22:30.186483,48,30,game_theory,100.0,71.0,71.0,0.952,0.6723,15.67,1.66,7,0.0204,6,True,True,SIMULATION
exp_42_30_game_theory_8,2026-09-01T13:22:30.199722,49,30,game_theory,100.0,70.5,70.5,0.9703,0.6372,8.94,3.07,8,0.0132,5,True,True,SIMULATION
exp_42_30_game_theory_9,2026-09-01T13:22:30.214979,50,30,game_theory,100.0,71.0,71.0,0.9602,0.6633,14.97,2.33,9,0.0152,5,True,True,SIMULATION
exp_42_30_game_theory_10,2026-09-01T13:22:30.229958,51,30,game_theory,100.0,71.0,71.0,0.944,0.6901,11.41,3.51,10,0.0149,5,True,True,SIMULATION
exp_42_50_equal_1,2026-09-01T13:22:30.230565,42,50,equal,100.0,100.0,100.0,1.0,0.2631,16.95,1.13,1,0.0005,,,,SIMULATION
exp_42_50_equal_2,2026-09-01T13:22:30.231104,43,50,equal,100.0,100.0,100.0,1.0,0.2123,8.54,4.48,2,0.0005,,,,SIMULATION
exp_42_50_equal_3,2026-09-01T13:22:30.231645,44,50,equal,100.0,100.0,100.0,1.0,0.2349,13.72,3.71,3,0.0005,,,,SIMULATION
exp_42_50_equal_4,2026-09-01T13:22:30.232172,45,50,equal,100.0,100.0,100.0,1.0,0.2375,11.81,3.44,4,0.0005,,,,SIMULATION
exp_42_50_equal_5,2026-09-01T13:22:30.232703,46,50,equal,100.0,100.0,100.0,1.0,0.2149,20.44,3.0,5,0.0005,,,,SIMULATION
exp_42_50_equal_6,2026-09-01T13:22:30.233237,47,50,equal,100.0,100.0,100.0,1.0,0.2364,12.93,3.15,6,0.0005,,,,SIMULATION
exp_42_50_equal_7,2026-09-01T13:22:30.233761,48,50,equal,100.0,100.0,100.0,1.0,0.2477,15.67,1.66,7,0.0005,,,,SIMULATION
exp_42_50_equal_8,2026-09-01T13:22:30.234316,49,50,equal,100.0,100.0,100.0,1.0,0.2546,8.94,3.07,8,0.0005,,,,SIMULATION
exp_42_50_equal_9,2026-09-01T13:22:30.234867,50,50,equal,100.0,100.0,100.0,1.0,0.2457,14.97,2.33,9,0.0005,,,,SIMULATION
exp_42_50_equal_10,2026-09-01T13:22:30.235234,51,50,equal,100.0,100.0,100.0,1.0,0.283,11.41,3.51,10,0.0003,,,,SIMULATION
exp_42_50_proportional_1,2026-09-01T13:22:30.235612,42,50,proportional,100.0,100.0,100.0,0.821,0.2203,16.95,1.13,1,0.0003,,,,SIMULATION
exp_42_50_proportional_2,2026-09-01T13:22:30.235992,43,50,proportional,100.0,100.0,100.0,0.7826,0.1677,8.54,4.48,2,0.0004,,,,SIMULATION
exp_42_50_proportional_3,2026-09-01T13:22:30.236414,44,50,proportional,100.0,100.0,100.0,0.7759,0.1801,13.72,3.71,3,0.0004,,,,SIMULATION
exp_42_50_proportional_4,2026-09-01T13:22:30.236790,45,50,proportional,100.0,100.0,100.0,0.7633,0.1668,11.81,3.44,4,0.0003,,,,SIMULATION
exp_42_50_proportional_5,2026-09-01T13:22:30.237169,46,50,proportional,100.0,100.0,100.0,0.8102,0.1726,20.44,3.0,5,0.0003,,,,SIMULATION
exp_42_50_proportional_6,2026-09-01T13:22:30.237520,47,50,proportional,100.0,100.0,100.0,0.8207,0.1868,12.93,3.15,6,0.0003,,,,SIMULATION
exp_42_50_proportional_7,2026-09-01T13:22:30.237930,48,50,proportional,100.0,100.0,100.0,0.7965,0.191,15.67,1.66,7,0.0004,,,,SIMULATION
exp_42_50_proportional_8,2026-09-01T13:22:30.238340,49,50,proportional,100.0,100.0,100.0,0.8138,0.2098,8.94,3.07,8,0.0004,,,,SIMULATION
exp_42_50_proportional_9,2026-09-01T13:22:30.238746,50,50,proportional,100.0,100.0,100.0,0.8251,0.1979,14.97,2.33,9,0.0004,,,,SIMULATION
exp_42_50_proportional_10,2026-09-01T13:22:30.239150,51,50,proportional,100.0,100.0,100.0,0.8401,0.2463,11.41,3.51,10,0.0004,,,,SIMULATION
exp_42_50_priority_1,2026-09-01T13:22:30.239611,42,50,priority,100.0,100.0,100.0,0.9409,0.2538,16.95,1.13,1,0.0004,,,,SIMULATION
exp_42_50_priority_2,2026-09-01T13:22:30.239982,43,50,priority,100.0,100.0,100.0,0.9282,0.2042,8.54,4.48,2,0.0003,,,,SIMULATION
exp_42_50_priority_3,2026-09-01T13:22:30.240343,44,50,priority,100.0,100.0,100.0,0.9362,0.2227,13.72,3.71,3,0.0003,,,,SIMULATION
exp_42_50_priority_4,2026-09-01T13:22:30.240763,45,50,priority,100.0,100.0,100.0,0.9369,0.2231,11.81,3.44,4,0.0004,,,,SIMULATION
exp_42_50_priority_5,2026-09-01T13:22:30.242041,46,50,priority,100.0,100.0,100.0,0.9385,0.1995,20.44,3.0,5,0.0012,,,,SIMULATION
exp_42_50_priority_6,2026-09-01T13:22:30.242972,47,50,priority,100.0,100.0,100.0,0.9364,0.2229,12.93,3.15,6,0.0008,,,,SIMULATION
exp_42_50_priority_7,2026-09-01T13:22:30.243753,48,50,priority,100.0,100.0,100.0,0.9409,0.2372,15.67,1.66,7,0.0007,,,,SIMULATION
exp_42_50_priority_8,2026-09-01T13:22:30.244499,49,50,priority,100.0,100.0,100.0,0.936,0.2448,8.94,3.07,8,0.0007,,,,SIMULATION
exp_42_50_priority_9,2026-09-01T13:22:30.244995,50,50,priority,100.0,100.0,100.0,0.9393,0.234,14.97,2.33,9,0.0005,,,,SIMULATION
exp_42_50_priority_10,2026-09-01T13:22:30.245471,51,50,priority,100.0,100.0,100.0,0.9489,0.2739,11.41,3.51,10,0.0004,,,,SIMULATION
exp_42_50_max_min_fairness_1,2026-09-01T13:22:30.245878,42,50,max_min_fairness,100.0,100.0,100.0,1.0,0.2631,16.95,1.13,1,0.0004,,,,SIMULATION
exp_42_50_max_min_fairness_2,2026-09-01T13:22:30.246571,43,50,max_min_fairness,100.0,100.0,100.0,1.0,0.2123,8.54,4.48,2,0.0006,,,,SIMULATION
exp_42_50_max_min_fairness_3,2026-09-01T13:22:30.247156,44,50,max_min_fairness,100.0,100.0,100.0,1.0,0.2349,13.72,3.71,3,0.0005,,,,SIMULATION
exp_42_50_max_min_fairness_4,2026-09-01T13:22:30.247716,45,50,max_min_fairness,100.0,100.0,100.0,1.0,0.2375,11.81,3.44,4,0.0005,,,,SIMULATION
exp_42_50_max_min_fairness_5,2026-09-01T13:22:30.248228,46,50,max_min_fairness,100.0,100.0,100.0,1.0,0.2149,20.44,3.0,5,0.0005,,,,SIMULATION
exp_42_50_max_min_fairness_6,2026-09-01T13:22:30.248659,47,50,max_min_fairness,100.0,100.0,100.0,1.0,0.2364,12.93,3.15,6,0.0004,,,,SIMULATION
exp_42_50_max_min_fairness_7,2026-09-01T13:22:30.249062,48,50,max_min_fairness,100.0,100.0,100.0,1.0,0.2477,15.67,1.66,7,0.0004,,,,SIMULATION
exp_42_50_max_min_fairness_8,2026-09-01T13:22:30.249566,49,50,max_min_fairness,100.0,100.0,100.0,1.0,0.2546,8.94,3.07,8,0.0005,,,,SIMULATION
exp_42_50_max_min_fairness_9,2026-09-01T13:22:30.250161,50,50,max_min_fairness,100.0,100.0,100.0,1.0,0.2457,14.97,2.33,9,0.0005,,,,SIMULATION
exp_42_50_max_min_fairness_10,2026-09-01T13:22:30.250779,51,50,max_min_fairness,100.0,100.0,100.0,1.0,0.283,11.41,3.51,10,0.0006,,,,SIMULATION
exp_42_50_alpha_fair_1,2026-09-01T13:22:30.251347,42,50,alpha_fair,100.0,100.0,100.0,0.821,0.2203,16.95,1.13,1,0.0005,,,,SIMULATION
exp_42_50_alpha_fair_2,2026-09-01T13:22:30.251976,43,50,alpha_fair,100.0,100.0,100.0,0.7826,0.1677,8.54,4.48,2,0.0006,,,,SIMULATION
exp_42_50_alpha_fair_3,2026-09-01T13:22:30.252537,44,50,alpha_fair,100.0,100.0,100.0,0.7759,0.1801,13.72,3.71,3,0.0005,,,,SIMULATION
exp_42_50_alpha_fair_4,2026-09-01T13:22:30.252882,45,50,alpha_fair,100.0,100.0,100.0,0.7633,0.1668,11.81,3.44,4,0.0003,,,,SIMULATION
exp_42_50_alpha_fair_5,2026-09-01T13:22:30.253186,46,50,alpha_fair,100.0,100.0,100.0,0.8102,0.1726,20.44,3.0,5,0.0003,,,,SIMULATION
exp_42_50_alpha_fair_6,2026-09-01T13:22:30.253496,47,50,alpha_fair,100.0,100.0,100.0,0.8207,0.1868,12.93,3.15,6,0.0003,,,,SIMULATION
exp_42_50_alpha_fair_7,2026-09-01T13:22:30.253880,48,50,alpha_fair,100.0,100.0,100.0,0.7965,0.191,15.67,1.66,7,0.0004,,,,SIMULATION
exp_42_50_alpha_fair_8,2026-09-01T13:22:30.254355,49,50,alpha_fair,100.0,100.0,100.0,0.8138,0.2098,8.94,3.07,8,0.0004,,,,SIMULATION
exp_42_50_alpha_fair_9,2026-09-01T13:22:30.254909,50,50,alpha_fair,100.0,100.0,100.0,0.8251,0.1979,14.97,2.33,9,0.0005,,,,SIMULATION
exp_42_50_alpha_fair_10,2026-09-01T13:22:30.255534,51,50,alpha_fair,100.0,100.0,100.0,0.8401,0.2463,11.41,3.51,10,0.0006,,,,SIMULATION
exp_42_50_game_theory_1,2026-09-01T13:22:30.284851,42,50,game_theory,100.0,89.0,89.0,0.9264,0.4976,16.95,1.13,1,0.0292,7,True,True,SIMULATION
exp_42_50_game_theory_2,2026-09-01T13:22:30.309499,43,50,game_theory,100.0,88.0,88.0,0.956,0.4464,8.54,4.48,2,0.0246,6,True,True,SIMULATION
exp_42_50_game_theory_3,2026-09-01T13:22:30.335280,44,50,game_theory,100.0,88.0,88.0,0.9192,0.5008,13.72,3.71,3,0.0257,7,True,True,SIMULATION
exp_42_50_game_theory_4,2026-09-01T13:22:30.359685,45,50,game_theory,100.0,88.0,88.0,0.9387,0.4865,11.81,3.44,4,0.0243,6,True,True,SIMULATION
exp_42_50_game_theory_5,2026-09-01T13:22:30.383814,46,50,game_theory,100.0,89.5,89.5,0.9168,0.5003,20.44,3.0,5,0.024,7,True,True,SIMULATION
exp_42_50_game_theory_6,2026-09-01T13:22:30.414878,47,50,game_theory,100.0,88.0,88.0,0.9302,0.4873,12.93,3.15,6,0.031,7,True,True,SIMULATION
exp_42_50_game_theory_7,2026-09-01T13:22:30.444937,48,50,game_theory,100.0,88.0,88.0,0.9473,0.4787,15.67,1.66,7,0.03,6,True,True,SIMULATION
exp_42_50_game_theory_8,2026-09-01T13:22:30.471177,49,50,game_theory,100.0,88.0,88.0,0.9531,0.4764,8.94,3.07,8,0.0262,6,True,True,SIMULATION
exp_42_50_game_theory_9,2026-09-01T13:22:30.502847,50,50,game_theory,100.0,88.0,88.0,0.9358,0.4893,14.97,2.33,9,0.0316,6,True,True,SIMULATION
exp_42_50_game_theory_10,2026-09-01T13:22:30.546275,51,50,game_theory,100.0,90.0,90.0,0.9419,0.5065,11.41,3.51,10,0.0433,7,True,True,SIMULATION
exp_42_100_equal_1,2026-09-01T13:22:30.547308,42,100,equal,100.0,100.0,100.0,1.0,0.3117,16.95,1.13,1,0.001,,,,SIMULATION
exp_42_100_equal_2,2026-09-01T13:22:30.548345,43,100,equal,100.0,100.0,100.0,1.0,0.2998,8.54,4.48,2,0.0009,,,,SIMULATION
exp_42_100_equal_3,2026-09-01T13:22:30.549318,44,100,equal,100.0,100.0,100.0,1.0,0.3094,13.72,3.71,3,0.0009,,,,SIMULATION
exp_42_100_equal_4,2026-09-01T13:22:30.550347,45,100,equal,100.0,100.0,100.0,1.0,0.3147,11.81,3.44,4,0.001,,,,SIMULATION
exp_42_100_equal_5,2026-09-01T13:22:30.551387,46,100,equal,100.0,100.0,100.0,1.0,0.2777,20.44,3.0,5,0.0009,,,,SIMULATION
exp_42_100_equal_6,2026-09-01T13:22:30.552385,47,100,equal,100.0,100.0,100.0,1.0,0.2979,12.93,3.15,6,0.0009,,,,SIMULATION
exp_42_100_equal_7,2026-09-01T13:22:30.553461,48,100,equal,100.0,100.0,100.0,1.0,0.3107,15.67,1.66,7,0.001,,,,SIMULATION
exp_42_100_equal_8,2026-09-01T13:22:30.554556,49,100,equal,100.0,100.0,100.0,1.0,0.3209,8.94,3.07,8,0.001,,,,SIMULATION
