experiment_id,timestamp,seed,parameter,parameter_value,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,computational_time,data_source
sensitivity_42_50_proportional_w_throughput_0.5_42,2026-09-01T11:49:21.225114,42,w_throughput,0.5,50,proportional,100.0,100.0,100.0,0.821,-0.428143,16.95,1.13,9.9e-05,SIMULATION
sensitivity_42_50_proportional_w_throughput_0.5_43,2026-09-01T11:49:21.225409,43,w_throughput,0.5,50,proportional,100.0,100.0,100.0,0.7826,-0.442666,8.54,4.48,9.5e-05,SIMULATION
sensitivity_42_50_proportional_w_throughput_0.5_44,2026-09-01T11:49:21.225710,44,w_throughput,0.5,50,proportional,100.0,100.0,100.0,0.7759,-0.45085,13.72,3.71,0.000109,SIMULATION
sensitivity_42_50_proportional_w_throughput_0.5_45,2026-09-01T11:49:21.225997,45,w_throughput,0.5,50,proportional,100.0,100.0,100.0,0.7633,-0.448108,11.81,3.44,9.5e-05,SIMULATION
sensitivity_42_50_proportional_w_throughput_0.5_46,2026-09-01T11:49:21.226274,46,w_throughput,0.5,50,proportional,100.0,100.0,100.0,0.8102,-0.468124,20.44,3.0,8.9e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_0.5_42,2026-09-01T11:49:21.226579,42,w_throughput,0.5,50,priority,100.0,100.0,100.0,0.9409,-0.420042,16.95,1.13,9e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_0.5_43,2026-09-01T11:49:21.226902,43,w_throughput,0.5,50,priority,100.0,100.0,100.0,0.9282,-0.43011,8.54,4.48,9.2e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_0.5_44,2026-09-01T11:49:21.227214,44,w_throughput,0.5,50,priority,100.0,100.0,100.0,0.9362,-0.43691,13.72,3.71,9.3e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_0.5_45,2026-09-01T11:49:21.227546,45,w_throughput,0.5,50,priority,100.0,100.0,100.0,0.9369,-0.430724,11.81,3.44,9.4e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_0.5_46,2026-09-01T11:49:21.227879,46,w_throughput,0.5,50,priority,100.0,100.0,100.0,0.9385,-0.465392,20.44,3.0,9.6e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_0.5_42,2026-09-01T11:49:21.228180,42,w_throughput,0.5,50,max_min_fairness,100.0,100.0,100.0,1.0,-0.40927,16.95,1.13,9.5e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_0.5_43,2026-09-01T11:49:21.228478,43,w_throughput,0.5,50,max_min_fairness,100.0,100.0,100.0,1.0,-0.421039,8.54,4.48,9.4e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_0.5_44,2026-09-01T11:49:21.228792,44,w_throughput,0.5,50,max_min_fairness,100.0,100.0,100.0,1.0,-0.424417,13.72,3.71,9.7e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_0.5_45,2026-09-01T11:49:21.229096,45,w_throughput,0.5,50,max_min_fairness,100.0,100.0,100.0,1.0,-0.417469,11.81,3.44,9.7e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_0.5_46,2026-09-01T11:49:21.229404,46,w_throughput,0.5,50,max_min_fairness,100.0,100.0,100.0,1.0,-0.449498,20.44,3.0,9.7e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_0.5_42,2026-09-01T11:49:21.229707,42,w_throughput,0.5,50,alpha_fair,100.0,100.0,100.0,0.821,-0.428143,16.95,1.13,9.8e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_0.5_43,2026-09-01T11:49:21.230007,43,w_throughput,0.5,50,alpha_fair,100.0,100.0,100.0,0.7826,-0.442666,8.54,4.48,9.8e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_0.5_44,2026-09-01T11:49:21.230304,44,w_throughput,0.5,50,alpha_fair,100.0,100.0,100.0,0.7759,-0.45085,13.72,3.71,9.7e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_0.5_45,2026-09-01T11:49:21.230601,45,w_throughput,0.5,50,alpha_fair,100.0,100.0,100.0,0.7633,-0.448108,11.81,3.44,9.7e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_0.5_46,2026-09-01T11:49:21.230902,46,w_throughput,0.5,50,alpha_fair,100.0,100.0,100.0,0.8102,-0.468124,20.44,3.0,9.8e-05,SIMULATION
sensitivity_42_50_game_theory_w_throughput_0.5_42,2026-09-01T11:49:21.239592,42,w_throughput,0.5,50,game_theory,100.0,89.0,89.0,0.9264,-0.244073,16.95,1.13,0.0001,SIMULATION
sensitivity_42_50_game_theory_w_throughput_0.5_43,2026-09-01T11:49:21.247153,43,w_throughput,0.5,50,game_theory,100.0,88.0,88.0,0.956,-0.237604,8.54,4.48,0.000137,SIMULATION
sensitivity_42_50_game_theory_w_throughput_0.5_44,2026-09-01T11:49:21.255412,44,w_throughput,0.5,50,game_theory,100.0,88.0,88.0,0.9192,-0.244601,13.72,3.71,9.7e-05,SIMULATION
sensitivity_42_50_game_theory_w_throughput_0.5_45,2026-09-01T11:49:21.262922,45,w_throughput,0.5,50,game_theory,100.0,88.0,88.0,0.9387,-0.237291,11.81,3.44,0.000129,SIMULATION
sensitivity_42_50_game_theory_w_throughput_0.5_46,2026-09-01T11:49:21.271301,46,w_throughput,0.5,50,game_theory,100.0,89.5,89.5,0.9168,-0.292197,20.44,3.0,0.000112,SIMULATION
sensitivity_42_100_equal_w_throughput_0.5_42,2026-09-01T11:49:21.271784,42,w_throughput,0.5,100,equal,100.0,100.0,100.0,1.0,-0.114229,16.95,1.13,0.000161,SIMULATION
sensitivity_42_100_equal_w_throughput_0.5_43,2026-09-01T11:49:21.272231,43,w_throughput,0.5,100,equal,100.0,100.0,100.0,1.0,-0.114406,8.54,4.48,0.000151,SIMULATION
sensitivity_42_100_equal_w_throughput_0.5_44,2026-09-01T11:49:21.272687,44,w_throughput,0.5,100,equal,100.0,100.0,100.0,1.0,-0.116996,13.72,3.71,0.000162,SIMULATION
sensitivity_42_100_equal_w_throughput_0.5_45,2026-09-01T11:49:21.273116,45,w_throughput,0.5,100,equal,100.0,100.0,100.0,1.0,-0.110408,11.81,3.44,0.000146,SIMULATION
sensitivity_42_100_equal_w_throughput_0.5_46,2026-09-01T11:49:21.273755,46,w_throughput,0.5,100,equal,100.0,100.0,100.0,1.0,-0.13743,20.44,3.0,0.000275,SIMULATION
sensitivity_42_100_proportional_w_throughput_0.5_42,2026-09-01T11:49:21.274584,42,w_throughput,0.5,100,proportional,100.0,100.0,100.0,0.7987,-0.126581,16.95,1.13,0.00025,SIMULATION
sensitivity_42_100_proportional_w_throughput_0.5_43,2026-09-01T11:49:21.275135,43,w_throughput,0.5,100,proportional,100.0,100.0,100.0,0.7804,-0.126391,8.54,4.48,0.000183,SIMULATION
sensitivity_42_100_proportional_w_throughput_0.5_44,2026-09-01T11:49:21.275664,44,w_throughput,0.5,100,proportional,100.0,100.0,100.0,0.774,-0.131634,13.72,3.71,0.000196,SIMULATION
sensitivity_42_100_proportional_w_throughput_0.5_45,2026-09-01T11:49:21.276112,45,w_throughput,0.5,100,proportional,100.0,100.0,100.0,0.8017,-0.123757,11.81,3.44,0.000148,SIMULATION
sensitivity_42_100_proportional_w_throughput_0.5_46,2026-09-01T11:49:21.276546,46,w_throughput,0.5,100,proportional,100.0,100.0,100.0,0.7808,-0.148487,20.44,3.0,0.000147,SIMULATION
sensitivity_42_100_priority_w_throughput_0.5_42,2026-09-01T11:49:21.277067,42,w_throughput,0.5,100,priority,100.0,100.0,100.0,0.9405,-0.116531,16.95,1.13,0.000158,SIMULATION
sensitivity_42_100_priority_w_throughput_0.5_43,2026-09-01T11:49:21.277581,43,w_throughput,0.5,100,priority,100.0,100.0,100.0,0.9364,-0.115494,8.54,4.48,0.000155,SIMULATION
sensitivity_42_100_priority_w_throughput_0.5_44,2026-09-01T11:49:21.278106,44,w_throughput,0.5,100,priority,100.0,100.0,100.0,0.9417,-0.120102,13.72,3.71,0.000155,SIMULATION
sensitivity_42_100_priority_w_throughput_0.5_45,2026-09-01T11:49:21.278627,45,w_throughput,0.5,100,priority,100.0,100.0,100.0,0.9458,-0.11395,11.81,3.44,0.000156,SIMULATION
sensitivity_42_100_priority_w_throughput_0.5_46,2026-09-01T11:49:21.279167,46,w_throughput,0.5,100,priority,100.0,100.0,100.0,0.9349,-0.142982,20.44,3.0,0.000159,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_0.5_42,2026-09-01T11:49:21.279660,42,w_throughput,0.5,100,max_min_fairness,100.0,100.0,100.0,1.0,-0.114229,16.95,1.13,0.000155,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_0.5_43,2026-09-01T11:49:21.280179,43,w_throughput,0.5,100,max_min_fairness,100.0,100.0,100.0,1.0,-0.114406,8.54,4.48,0.000162,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_0.5_44,2026-09-01T11:49:21.280668,44,w_throughput,0.5,100,max_min_fairness,100.0,100.0,100.0,1.0,-0.116996,13.72,3.71,0.000154,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_0.5_45,2026-09-01T11:49:21.281151,45,w_throughput,0.5,100,max_min_fairness,100.0,100.0,100.0,1.0,-0.110408,11.81,3.44,0.000153,SIMULATION
sensitivity_42_100_max_min_fairness_w_throughput_0.5_46,2026-09-01T11:49:21.281638,46,w_throughput,0.5,100,max_min_fairness,100.0,100.0,100.0,1.0,-0.13743,20.44,3.0,0.000158,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_0.5_42,2026-09-01T11:49:21.282143,42,w_throughput,0.5,100,alpha_fair,100.0,100.0,100.0,0.7987,-0.126581,16.95,1.13,0.000162,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_0.5_43,2026-09-01T11:49:21.282640,43,w_throughput,0.5,100,alpha_fair,100.0,100.0,100.0,0.7804,-0.126391,8.54,4.48,0.000173,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_0.5_44,2026-09-01T11:49:21.283105,44,w_throughput,0.5,100,alpha_fair,100.0,100.0,100.0,0.774,-0.131634,13.72,3.71,0.000155,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_0.5_45,2026-09-01T11:49:21.283574,45,w_throughput,0.5,100,alpha_fair,100.0,100.0,100.0,0.8017,-0.123757,11.81,3.44,0.000158,SIMULATION
sensitivity_42_100_alpha_fair_w_throughput_0.5_46,2026-09-01T11:49:21.284041,46,w_throughput,0.5,100,alpha_fair,100.0,100.0,100.0,0.7808,-0.148487,20.44,3.0,0.000155,SIMULATION
sensitivity_42_100_game_theory_w_throughput_0.5_42,2026-09-01T11:49:21.298051,42,w_throughput,0.5,100,game_theory,100.0,100.0,100.0,0.6231,-0.166071,16.95,1.13,0.000171,SIMULATION
sensitivity_42_100_game_theory_w_throughput_0.5_43,2026-09-01T11:49:21.311778,43,w_throughput,0.5,100,game_theory,100.0,100.0,100.0,0.6494,-0.159834,8.54,4.48,0.00018,SIMULATION
sensitivity_42_100_game_theory_w_throughput_0.5_44,2026-09-01T11:49:21.325150,44,w_throughput,0.5,100,game_theory,100.0,100.0,100.0,0.6079,-0.170923,13.72,3.71,0.000203,SIMULATION
sensitivity_42_100_game_theory_w_throughput_0.5_45,2026-09-01T11:49:21.342397,45,w_throughput,0.5,100,game_theory,100.0,100.0,100.0,0.625,-0.162382,11.81,3.44,0.000198,SIMULATION
sensitivity_42_100_game_theory_w_throughput_0.5_46,2026-09-01T11:49:21.358097,46,w_throughput,0.5,100,game_theory,100.0,100.0,100.0,0.641,-0.188077,20.44,3.0,0.000257,SIMULATION
sensitivity_42_200_equal_w_throughput_0.5_42,2026-09-01T11:49:21.359286,42,w_throughput,0.5,200,equal,100.0,100.0,100.0,1.0,-0.020739,16.95,1.13,0.000394,SIMULATION
sensitivity_42_200_equal_w_throughput_0.5_43,2026-09-01T11:49:21.360220,43,w_throughput,0.5,200,equal,100.0,100.0,100.0,1.0,-0.021312,8.54,4.48,0.000302,SIMULATION
sensitivity_42_200_equal_w_throughput_0.5_44,2026-09-01T11:49:21.361112,44,w_throughput,0.5,200,equal,100.0,100.0,100.0,1.0,-0.021502,13.72,3.71,0.000304,SIMULATION
sensitivity_42_200_equal_w_throughput_0.5_45,2026-09-01T11:49:21.362013,45,w_throughput,0.5,200,equal,100.0,100.0,100.0,1.0,-0.01489,11.81,3.44,0.000312,SIMULATION
sensitivity_42_200_equal_w_throughput_0.5_46,2026-09-01T11:49:21.362935,46,w_throughput,0.5,200,equal,100.0,100.0,100.0,1.0,-0.029034,20.44,3.0,0.000319,SIMULATION
sensitivity_42_200_proportional_w_throughput_0.5_42,2026-09-01T11:49:21.363879,42,w_throughput,0.5,200,proportional,100.0,100.0,100.0,0.7909,-0.025346,16.95,1.13,0.00032,SIMULATION
sensitivity_42_200_proportional_w_throughput_0.5_43,2026-09-01T11:49:21.364832,43,w_throughput,0.5,200,proportional,100.0,100.0,100.0,0.7785,-0.025547,8.54,4.48,0.000321,SIMULATION
sensitivity_42_200_proportional_w_throughput_0.5_44,2026-09-01T11:49:21.365772,44,w_throughput,0.5,200,proportional,100.0,100.0,100.0,0.8003,-0.026682,13.72,3.71,0.000318,SIMULATION
sensitivity_42_200_proportional_w_throughput_0.5_45,2026-09-01T11:49:21.366723,45,w_throughput,0.5,200,proportional,100.0,100.0,100.0,0.8309,-0.019318,11.81,3.44,0.000328,SIMULATION
sensitivity_42_200_proportional_w_throughput_0.5_46,2026-09-01T11:49:21.367662,46,w_throughput,0.5,200,proportional,100.0,100.0,100.0,0.791,-0.033021,20.44,3.0,0.00032,SIMULATION
sensitivity_42_200_priority_w_throughput_0.5_42,2026-09-01T11:49:21.368726,42,w_throughput,0.5,200,priority,100.0,100.0,100.0,0.9391,-0.019975,16.95,1.13,0.000326,SIMULATION
sensitivity_42_200_priority_w_throughput_0.5_43,2026-09-01T11:49:21.369825,43,w_throughput,0.5,200,priority,100.0,100.0,100.0,0.9357,-0.019935,8.54,4.48,0.00035,SIMULATION
sensitivity_42_200_priority_w_throughput_0.5_44,2026-09-01T11:49:21.370901,44,w_throughput,0.5,200,priority,100.0,100.0,100.0,0.9427,-0.021577,13.72,3.71,0.000323,SIMULATION
sensitivity_42_200_priority_w_throughput_0.5_45,2026-09-01T11:49:21.371991,45,w_throughput,0.5,200,priority,100.0,100.0,100.0,0.9509,-0.01529,11.81,3.44,0.000323,SIMULATION
sensitivity_42_200_priority_w_throughput_0.5_46,2026-09-01T11:49:21.373072,46,w_throughput,0.5,200,priority,100.0,100.0,100.0,0.9413,-0.029945,20.44,3.0,0.000324,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_0.5_42,2026-09-01T11:49:21.374729,42,w_throughput,0.5,200,max_min_fairness,100.0,100.0,100.0,1.0,-0.020739,16.95,1.13,0.000625,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_0.5_43,2026-09-01T11:49:21.375832,43,w_throughput,0.5,200,max_min_fairness,100.0,100.0,100.0,1.0,-0.021312,8.54,4.48,0.000373,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_0.5_44,2026-09-01T11:49:21.376835,44,w_throughput,0.5,200,max_min_fairness,100.0,100.0,100.0,1.0,-0.021502,13.72,3.71,0.000323,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_0.5_45,2026-09-01T11:49:21.377752,45,w_throughput,0.5,200,max_min_fairness,100.0,100.0,100.0,1.0,-0.01489,11.81,3.44,0.000304,SIMULATION
sensitivity_42_200_max_min_fairness_w_throughput_0.5_46,2026-09-01T11:49:21.378687,46,w_throughput,0.5,200,max_min_fairness,100.0,100.0,100.0,1.0,-0.029034,20.44,3.0,0.000315,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_0.5_42,2026-09-01T11:49:21.379609,42,w_throughput,0.5,200,alpha_fair,100.0,100.0,100.0,0.7909,-0.025346,16.95,1.13,0.000303,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_0.5_43,2026-09-01T11:49:21.380538,43,w_throughput,0.5,200,alpha_fair,100.0,100.0,100.0,0.7785,-0.025547,8.54,4.48,0.000314,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_0.5_44,2026-09-01T11:49:21.381505,44,w_throughput,0.5,200,alpha_fair,100.0,100.0,100.0,0.8003,-0.026682,13.72,3.71,0.000321,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_0.5_45,2026-09-01T11:49:21.382473,45,w_throughput,0.5,200,alpha_fair,100.0,100.0,100.0,0.8309,-0.019318,11.81,3.44,0.000332,SIMULATION
sensitivity_42_200_alpha_fair_w_throughput_0.5_46,2026-09-01T11:49:21.383421,46,w_throughput,0.5,200,alpha_fair,100.0,100.0,100.0,0.791,-0.033021,20.44,3.0,0.000312,SIMULATION
sensitivity_42_200_game_theory_w_throughput_0.5_42,2026-09-01T11:49:21.423134,42,w_throughput,0.5,200,game_theory,100.0,100.0,100.0,0.3115,-0.083036,16.95,1.13,0.00025,SIMULATION
sensitivity_42_200_game_theory_w_throughput_0.5_43,2026-09-01T11:49:21.464454,43,w_throughput,0.5,200,game_theory,100.0,100.0,100.0,0.3247,-0.079917,8.54,4.48,0.000232,SIMULATION
sensitivity_42_200_game_theory_w_throughput_0.5_44,2026-09-01T11:49:21.507816,44,w_throughput,0.5,200,game_theory,100.0,100.0,100.0,0.304,-0.085461,13.72,3.71,0.000292,SIMULATION
sensitivity_42_200_game_theory_w_throughput_0.5_45,2026-09-01T11:49:21.553693,45,w_throughput,0.5,200,game_theory,100.0,100.0,100.0,0.3125,-0.081191,11.81,3.44,0.000245,SIMULATION
sensitivity_42_200_game_theory_w_throughput_0.5_46,2026-09-01T11:49:21.596894,46,w_throughput,0.5,200,game_theory,100.0,100.0,100.0,0.3205,-0.094038,20.44,3.0,0.00023,SIMULATION
sensitivity_42_373_equal_w_throughput_0.5_42,2026-09-01T11:49:21.598411,42,w_throughput,0.5,373,equal,100.0,100.0,100.0,1.0,0.002012,16.95,1.13,0.000527,SIMULATION
sensitivity_42_373_equal_w_throughput_0.5_43,2026-09-01T11:49:21.599986,43,w_throughput,0.5,373,equal,100.0,100.0,100.0,1.0,0.001439,8.54,4.48,0.000557,SIMULATION
sensitivity_42_373_equal_w_throughput_0.5_44,2026-09-01T11:49:21.601598,44,w_throughput,0.5,373,equal,100.0,100.0,100.0,1.0,0.001092,13.72,3.71,0.00056,SIMULATION
sensitivity_42_373_equal_w_throughput_0.5_45,2026-09-01T11:49:21.603307,45,w_throughput,0.5,373,equal,100.0,100.0,100.0,1.0,0.00442,11.81,3.44,0.000575,SIMULATION
sensitivity_42_373_equal_w_throughput_0.5_46,2026-09-01T11:49:21.604966,46,w_throughput,0.5,373,equal,100.0,100.0,100.0,1.0,-0.002329,20.44,3.0,0.000575,SIMULATION
sensitivity_42_373_proportional_w_throughput_0.5_42,2026-09-01T11:49:21.606707,42,w_throughput,0.5,373,proportional,100.0,100.0,100.0,0.7991,0.000544,16.95,1.13,0.000611,SIMULATION
sensitivity_42_373_proportional_w_throughput_0.5_43,2026-09-01T11:49:21.608845,43,w_throughput,0.5,373,proportional,100.0,100.0,100.0,0.7838,0.000459,8.54,4.48,0.000695,SIMULATION
sensitivity_42_373_proportional_w_throughput_0.5_44,2026-09-01T11:49:21.610691,44,w_throughput,0.5,373,proportional,100.0,100.0,100.0,0.7901,-0.000502,13.72,3.71,0.000569,SIMULATION
sensitivity_42_373_proportional_w_throughput_0.5_45,2026-09-01T11:49:21.612330,45,w_throughput,0.5,373,proportional,100.0,100.0,100.0,0.8172,0.002963,11.81,3.44,0.000552,SIMULATION
sensitivity_42_373_proportional_w_throughput_0.5_46,2026-09-01T11:49:21.613957,46,w_throughput,0.5,373,proportional,100.0,100.0,100.0,0.7982,-0.003068,20.44,3.0,0.000544,SIMULATION
sensitivity_42_373_priority_w_throughput_0.5_42,2026-09-01T11:49:21.615753,42,w_throughput,0.5,373,priority,100.0,100.0,100.0,0.9411,0.003359,16.95,1.13,0.000501,SIMULATION
sensitivity_42_373_priority_w_throughput_0.5_43,2026-09-01T11:49:21.617425,43,w_throughput,0.5,373,priority,100.0,100.0,100.0,0.9365,0.002894,8.54,4.48,0.000502,SIMULATION
sensitivity_42_373_priority_w_throughput_0.5_44,2026-09-01T11:49:21.619201,44,w_throughput,0.5,373,priority,100.0,100.0,100.0,0.9417,0.002058,13.72,3.71,0.000517,SIMULATION
sensitivity_42_373_priority_w_throughput_0.5_45,2026-09-01T11:49:21.620978,45,w_throughput,0.5,373,priority,100.0,100.0,100.0,0.9473,0.005359,11.81,3.44,0.000544,SIMULATION
sensitivity_42_373_priority_w_throughput_0.5_46,2026-09-01T11:49:21.622798,46,w_throughput,0.5,373,priority,100.0,100.0,100.0,0.9422,-0.001804,20.44,3.0,0.000564,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_0.5_42,2026-09-01T11:49:21.625557,42,w_throughput,0.5,373,max_min_fairness,100.0,100.0,100.0,1.0,0.002012,16.95,1.13,0.001077,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_0.5_43,2026-09-01T11:49:21.627292,43,w_throughput,0.5,373,max_min_fairness,100.0,100.0,100.0,1.0,0.001439,8.54,4.48,0.000523,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_0.5_44,2026-09-01T11:49:21.628934,44,w_throughput,0.5,373,max_min_fairness,100.0,100.0,100.0,1.0,0.001092,13.72,3.71,0.000543,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_0.5_45,2026-09-01T11:49:21.630639,45,w_throughput,0.5,373,max_min_fairness,100.0,100.0,100.0,1.0,0.00442,11.81,3.44,0.00056,SIMULATION
sensitivity_42_373_max_min_fairness_w_throughput_0.5_46,2026-09-01T11:49:21.632413,46,w_throughput,0.5,373,max_min_fairness,100.0,100.0,100.0,1.0,-0.002329,20.44,3.0,0.000581,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_0.5_42,2026-09-01T11:49:21.634142,42,w_throughput,0.5,373,alpha_fair,100.0,100.0,100.0,0.7991,0.000544,16.95,1.13,0.000585,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_0.5_43,2026-09-01T11:49:21.635897,43,w_throughput,0.5,373,alpha_fair,100.0,100.0,100.0,0.7838,0.000459,8.54,4.48,0.000614,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_0.5_44,2026-09-01T11:49:21.637606,44,w_throughput,0.5,373,alpha_fair,100.0,100.0,100.0,0.7901,-0.000502,13.72,3.71,0.000576,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_0.5_45,2026-09-01T11:49:21.639331,45,w_throughput,0.5,373,alpha_fair,100.0,100.0,100.0,0.8172,0.002963,11.81,3.44,0.000578,SIMULATION
sensitivity_42_373_alpha_fair_w_throughput_0.5_46,2026-09-01T11:49:21.641661,46,w_throughput,0.5,373,alpha_fair,100.0,100.0,100.0,0.7982,-0.003068,20.44,3.0,0.000773,SIMULATION
sensitivity_42_373_game_theory_w_throughput_0.5_42,2026-09-01T11:49:21.775982,42,w_throughput,0.5,373,game_theory,100.0,100.0,100.0,0.167,-0.044523,16.95,1.13,0.000365,SIMULATION
sensitivity_42_373_game_theory_w_throughput_0.5_43,2026-09-01T11:49:21.916425,43,w_throughput,0.5,373,game_theory,100.0,100.0,100.0,0.1741,-0.042851,8.54,4.48,0.000372,SIMULATION
sensitivity_42_373_game_theory_w_throughput_0.5_44,2026-09-01T11:49:22.052208,44,w_throughput,0.5,373,game_theory,100.0,100.0,100.0,0.163,-0.045824,13.72,3.71,0.000323,SIMULATION
sensitivity_42_373_game_theory_w_throughput_0.5_45,2026-09-01T11:49:22.210852,45,w_throughput,0.5,373,game_theory,100.0,100.0,100.0,0.1676,-0.043534,11.81,3.44,0.00034,SIMULATION
sensitivity_42_373_game_theory_w_throughput_0.5_46,2026-09-01T11:49:22.343758,46,w_throughput,0.5,373,game_theory,100.0,100.0,100.0,0.1719,-0.050423,20.44,3.0,0.000326,SIMULATION
sensitivity_42_5_equal_w_throughput_1.0_42,2026-09-01T11:49:22.343908,42,w_throughput,1.0,5,equal,100.0,43.51,43.51,0.8536,0.450404,16.95,1.13,3.5e-05,SIMULATION
sensitivity_42_5_equal_w_throughput_1.0_43,2026-09-01T11:49:22.344005,43,w_throughput,1.0,5,equal,100.0,57.93,57.93,0.8118,-0.904578,8.54,4.48,3e-05,SIMULATION
sensitivity_42_5_equal_w_throughput_1.0_44,2026-09-01T11:49:22.344097,44,w_throughput,1.0,5,equal,100.0,37.12,37.12,0.6829,0.817245,13.72,3.71,2.8e-05,SIMULATION
sensitivity_42_5_equal_w_throughput_1.0_45,2026-09-01T11:49:22.344186,45,w_throughput,1.0,5,equal,100.0,48.12,48.12,0.836,-0.075873,11.81,3.44,2.7e-05,SIMULATION
sensitivity_42_5_equal_w_throughput_1.0_46,2026-09-01T11:49:22.344273,46,w_throughput,1.0,5,equal,100.0,49.63,49.63,0.7262,-0.262846,20.44,3.0,2.7e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.0_42,2026-09-01T11:49:22.344369,42,w_throughput,1.0,5,proportional,100.0,43.51,43.51,0.8536,0.450404,16.95,1.13,2.7e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.0_43,2026-09-01T11:49:22.344456,43,w_throughput,1.0,5,proportional,100.0,57.93,57.93,0.8118,-0.904578,8.54,4.48,2.7e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.0_44,2026-09-01T11:49:22.344544,44,w_throughput,1.0,5,proportional,100.0,37.12,37.12,0.6829,0.817245,13.72,3.71,2.8e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.0_45,2026-09-01T11:49:22.344643,45,w_throughput,1.0,5,proportional,100.0,48.12,48.12,0.836,-0.075873,11.81,3.44,2.7e-05,SIMULATION
sensitivity_42_5_proportional_w_throughput_1.0_46,2026-09-01T11:49:22.344742,46,w_throughput,1.0,5,proportional,100.0,51.37,51.37,0.7028,-0.425371,20.44,3.0,2.6e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.0_42,2026-09-01T11:49:22.344834,42,w_throughput,1.0,5,priority,100.0,100.0,100.0,0.9686,-7.157713,16.95,1.13,2.5e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.0_43,2026-09-01T11:49:22.344922,43,w_throughput,1.0,5,priority,100.0,100.0,100.0,0.9278,-7.246303,8.54,4.48,2.6e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.0_44,2026-09-01T11:49:22.345010,44,w_throughput,1.0,5,priority,100.0,100.0,100.0,0.9399,-7.19132,13.72,3.71,2.5e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.0_45,2026-09-01T11:49:22.345096,45,w_throughput,1.0,5,priority,100.0,100.0,100.0,0.9565,-7.613767,11.81,3.44,2.5e-05,SIMULATION
sensitivity_42_5_priority_w_throughput_1.0_46,2026-09-01T11:49:22.345183,46,w_throughput,1.0,5,priority,100.0,100.0,100.0,0.9334,-7.468063,20.44,3.0,2.5e-05,SIMULATION
sensitivity_42_5_max_min_fairness_w_throughput_1.0_42,2026-09-01T11:49:22.345275,42,w_throughput,1.0,5,max_min_fairness,100.0,43.51,43.51,0.8536,0.450404,16.95,1.13,2.6e-05,SIMULATION
sensitivity_42_5_max_min_fairness_w_throughput_1.0_43,2026-09-01T11:49:22.345362,43,w_throughput,1.0,5,max_min_fairness,100.0,57.93,57.93,0.8118,-0.904578,8.54,4.48,2.5e-05,SIMULATION
