experiment_id,timestamp,seed,parameter,parameter_value,number_of_users,strategy,total_bandwidth,total_allocated,utilization_percentage,jain_fairness_index,average_utility,latency_ms,jitter_ms,computational_time,data_source
sensitivity_42_5_max_min_fairness_w_throughput_1.0_44,2026-09-01T11:49:22.345447,44,w_throughput,1.0,5,max_min_fairness,100.0,37.12,37.12,0.6829,0.817245,13.72,3.71,2.5e-05,SIMULATION
sensitivity_42_5_max_min_fairness_w_throughput_1.0_45,2026-09-01T11:49:22.345531,45,w_throughput,1.0,5,max_min_fairness,100.0,48.12,48.12,0.836,-0.075873,11.81,3.44,2.5e-05,SIMULATION
sensitivity_42_5_max_min_fairness_w_throughput_1.0_46,2026-09-01T11:49:22.345631,46,w_throughput,1.0,5,max_min_fairness,100.0,51.37,51.37,0.7028,-0.425371,20.44,3.0,3.9e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.0_42,2026-09-01T11:49:22.345719,42,w_throughput,1.0,5,alpha_fair,100.0,43.51,43.51,0.8536,0.450404,16.95,1.13,2.6e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.0_43,2026-09-01T11:49:22.345804,43,w_throughput,1.0,5,alpha_fair,100.0,57.93,57.93,0.8118,-0.904578,8.54,4.48,2.6e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.0_44,2026-09-01T11:49:22.345890,44,w_throughput,1.0,5,alpha_fair,100.0,37.12,37.12,0.6829,0.817245,13.72,3.71,2.6e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.0_45,2026-09-01T11:49:22.345975,45,w_throughput,1.0,5,alpha_fair,100.0,48.12,48.12,0.836,-0.075873,11.81,3.44,2.6e-05,SIMULATION
sensitivity_42_5_alpha_fair_w_throughput_1.0_46,2026-09-01T11:49:22.346060,46,w_throughput,1.0,5,alpha_fair,100.0,51.37,51.37,0.7028,-0.425371,20.44,3.0,2.5e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.0_42,2026-09-01T11:49:22.346516,42,w_throughput,1.0,5,game_theory,100.0,28.5,28.5,0.8938,1.257561,16.95,1.13,3e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.0_43,2026-09-01T11:49:22.346969,43,w_throughput,1.0,5,game_theory,100.0,29.5,29.5,0.9603,1.243378,8.54,4.48,3e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.0_44,2026-09-01T11:49:22.347318,44,w_throughput,1.0,5,game_theory,100.0,26.5,26.5,0.8577,1.328297,13.72,3.71,3e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.0_45,2026-09-01T11:49:22.347795,45,w_throughput,1.0,5,game_theory,100.0,29.5,29.5,0.9932,1.213645,11.81,3.44,2.9e-05,SIMULATION
sensitivity_42_5_game_theory_w_throughput_1.0_46,2026-09-01T11:49:22.348294,46,w_throughput,1.0,5,game_theory,100.0,27.5,27.5,0.8806,1.14213,20.44,3.0,2.9e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.0_42,2026-09-01T11:49:22.348403,42,w_throughput,1.0,10,equal,100.0,83.16,83.16,0.9016,-1.107616,16.95,1.13,3.4e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.0_43,2026-09-01T11:49:22.348509,43,w_throughput,1.0,10,equal,100.0,88.73,88.73,0.9512,-1.541165,8.54,4.48,3.3e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.0_44,2026-09-01T11:49:22.348618,44,w_throughput,1.0,10,equal,100.0,80.28,80.28,0.8952,-0.984747,13.72,3.71,3.4e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.0_45,2026-09-01T11:49:22.348722,45,w_throughput,1.0,10,equal,100.0,78.39,78.39,0.9246,-0.840048,11.81,3.44,3.2e-05,SIMULATION
sensitivity_42_10_equal_w_throughput_1.0_46,2026-09-01T11:49:22.348825,46,w_throughput,1.0,10,equal,100.0,81.37,81.37,0.9003,-1.280629,20.44,3.0,3.2e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.0_42,2026-09-01T11:49:22.348931,42,w_throughput,1.0,10,proportional,100.0,100.0,100.0,0.7951,-2.558143,16.95,1.13,3.3e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.0_43,2026-09-01T11:49:22.349034,43,w_throughput,1.0,10,proportional,100.0,100.0,100.0,0.8273,-2.566841,8.54,4.48,3.2e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.0_44,2026-09-01T11:49:22.349138,44,w_throughput,1.0,10,proportional,100.0,100.0,100.0,0.7675,-2.712518,13.72,3.71,3.2e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.0_45,2026-09-01T11:49:22.349242,45,w_throughput,1.0,10,proportional,100.0,94.6,94.6,0.8119,-2.23793,11.81,3.44,3.3e-05,SIMULATION
sensitivity_42_10_proportional_w_throughput_1.0_46,2026-09-01T11:49:22.349346,46,w_throughput,1.0,10,proportional,100.0,100.0,100.0,0.794,-2.924142,20.44,3.0,3.3e-05,SIMULATION
sensitivity_42_10_priority_w_throughput_1.0_42,2026-09-01T11:49:22.349459,42,w_throughput,1.0,10,priority,100.0,100.0,100.0,0.9234,-2.499973,16.95,1.13,3.3e-05,SIMULATION
sensitivity_42_10_priority_w_throughput_1.0_43,2026-09-01T11:49:22.349572,43,w_throughput,1.0,10,priority,100.0,100.0,100.0,0.9052,-2.581733,8.54,4.48,3.3e-05,SIMULATION
sensitivity_42_10_priority_w_throughput_1.0_44,2026-09-01T11:49:22.349685,44,w_throughput,1.0,10,priority,100.0,100.0,100.0,0.9054,-2.65708,13.72,3.71,3.3e-05,SIMULATION
sensitivity_42_10_priority_w_throughput_1.0_45,2026-09-01T11:49:22.349797,45,w_throughput,1.0,10,priority,100.0,100.0,100.0,0.9246,-2.644078,11.81,3.44,3.2e-05,SIMULATION
sensitivity_42_10_priority_w_throughput_1.0_46,2026-09-01T11:49:22.349909,46,w_throughput,1.0,10,priority,100.0,100.0,100.0,0.8868,-2.930271,20.44,3.0,3.2e-05,SIMULATION
sensitivity_42_10_max_min_fairness_w_throughput_1.0_42,2026-09-01T11:49:22.350025,42,w_throughput,1.0,10,max_min_fairness,100.0,100.0,100.0,0.8673,-2.526773,16.95,1.13,3.3e-05,SIMULATION
sensitivity_42_10_max_min_fairness_w_throughput_1.0_43,2026-09-01T11:49:22.350181,43,w_throughput,1.0,10,max_min_fairness,100.0,100.0,100.0,0.9335,-2.533747,8.54,4.48,3.3e-05,SIMULATION
sensitivity_42_10_max_min_fairness_w_throughput_1.0_44,2026-09-01T11:49:22.350295,44,w_throughput,1.0,10,max_min_fairness,100.0,100.0,100.0,0.8408,-2.683578,13.72,3.71,3.3e-05,SIMULATION
sensitivity_42_10_max_min_fairness_w_throughput_1.0_45,2026-09-01T11:49:22.350406,45,w_throughput,1.0,10,max_min_fairness,100.0,94.6,94.6,0.8119,-2.23793,11.81,3.44,3.3e-05,SIMULATION
sensitivity_42_10_max_min_fairness_w_throughput_1.0_46,2026-09-01T11:49:22.350521,46,w_throughput,1.0,10,max_min_fairness,100.0,100.0,100.0,0.8247,-2.926899,20.44,3.0,3.3e-05,SIMULATION
sensitivity_42_10_alpha_fair_w_throughput_1.0_42,2026-09-01T11:49:22.350632,42,w_throughput,1.0,10,alpha_fair,100.0,100.0,100.0,0.7951,-2.558143,16.95,1.13,3.4e-05,SIMULATION
sensitivity_42_10_alpha_fair_w_throughput_1.0_43,2026-09-01T11:49:22.350739,43,w_throughput,1.0,10,alpha_fair,100.0,100.0,100.0,0.8273,-2.566841,8.54,4.48,3.3e-05,SIMULATION
sensitivity_42_10_alpha_fair_w_throughput_1.0_44,2026-09-01T11:49:22.350846,44,w_throughput,1.0,10,alpha_fair,100.0,100.0,100.0,0.7675,-2.712518,13.72,3.71,3.3e-05,SIMULATION
sensitivity_42_10_alpha_fair_w_throughput_1.0_45,2026-09-01T11:49:22.350951,45,w_throughput,1.0,10,alpha_fair,100.0,94.6,94.6,0.8119,-2.23793,11.81,3.44,3.2e-05,SIMULATION
sensitivity_42_10_alpha_fair_w_throughput_1.0_46,2026-09-01T11:49:22.351058,46,w_throughput,1.0,10,alpha_fair,100.0,100.0,100.0,0.794,-2.924142,20.44,3.0,3.2e-05,SIMULATION
sensitivity_42_10_game_theory_w_throughput_1.0_42,2026-09-01T11:49:22.352085,42,w_throughput,1.0,10,game_theory,100.0,41.5,41.5,0.9528,0.958513,16.95,1.13,3.7e-05,SIMULATION
sensitivity_42_10_game_theory_w_throughput_1.0_43,2026-09-01T11:49:22.353479,43,w_throughput,1.0,10,game_theory,100.0,42.5,42.5,0.9724,0.935801,8.54,4.48,3.7e-05,SIMULATION
sensitivity_42_10_game_theory_w_throughput_1.0_44,2026-09-01T11:49:22.354684,44,w_throughput,1.0,10,game_theory,100.0,43.0,43.0,0.9556,0.93357,13.72,3.71,3.7e-05,SIMULATION
sensitivity_42_10_game_theory_w_throughput_1.0_45,2026-09-01T11:49:22.355710,45,w_throughput,1.0,10,game_theory,100.0,44.0,44.0,0.9803,0.906097,11.81,3.44,3.7e-05,SIMULATION
sensitivity_42_10_game_theory_w_throughput_1.0_46,2026-09-01T11:49:22.356704,46,w_throughput,1.0,10,game_theory,100.0,42.0,42.0,0.9383,0.810257,20.44,3.0,4.9e-05,SIMULATION
sensitivity_42_20_equal_w_throughput_1.0_42,2026-09-01T11:49:22.356906,42,w_throughput,1.0,20,equal,100.0,95.95,95.95,0.9817,-0.342827,16.95,1.13,5.4e-05,SIMULATION
sensitivity_42_20_equal_w_throughput_1.0_43,2026-09-01T11:49:22.357126,43,w_throughput,1.0,20,equal,100.0,97.57,97.57,0.9934,-0.397045,8.54,4.48,8.1e-05,SIMULATION
sensitivity_42_20_equal_w_throughput_1.0_44,2026-09-01T11:49:22.357307,44,w_throughput,1.0,20,equal,100.0,95.37,95.37,0.9848,-0.327027,13.72,3.71,6.1e-05,SIMULATION
sensitivity_42_20_equal_w_throughput_1.0_45,2026-09-01T11:49:22.357495,45,w_throughput,1.0,20,equal,100.0,95.25,95.25,0.9772,-0.339944,11.81,3.44,6.6e-05,SIMULATION
sensitivity_42_20_equal_w_throughput_1.0_46,2026-09-01T11:49:22.357663,46,w_throughput,1.0,20,equal,100.0,97.24,97.24,0.9849,-0.497103,20.44,3.0,4.6e-05,SIMULATION
sensitivity_42_20_proportional_w_throughput_1.0_42,2026-09-01T11:49:22.357811,42,w_throughput,1.0,20,proportional,100.0,100.0,100.0,0.8473,-0.5576,16.95,1.13,4.6e-05,SIMULATION
sensitivity_42_20_proportional_w_throughput_1.0_43,2026-09-01T11:49:22.357979,43,w_throughput,1.0,20,proportional,100.0,100.0,100.0,0.7922,-0.572847,8.54,4.48,4.7e-05,SIMULATION
sensitivity_42_20_proportional_w_throughput_1.0_44,2026-09-01T11:49:22.358127,44,w_throughput,1.0,20,proportional,100.0,100.0,100.0,0.764,-0.615757,13.72,3.71,4.8e-05,SIMULATION
sensitivity_42_20_proportional_w_throughput_1.0_45,2026-09-01T11:49:22.358322,45,w_throughput,1.0,20,proportional,100.0,100.0,100.0,0.7559,-0.63941,11.81,3.44,5.4e-05,SIMULATION
sensitivity_42_20_proportional_w_throughput_1.0_46,2026-09-01T11:49:22.358463,46,w_throughput,1.0,20,proportional,100.0,100.0,100.0,0.8103,-0.668303,20.44,3.0,4.4e-05,SIMULATION
sensitivity_42_20_priority_w_throughput_1.0_42,2026-09-01T11:49:22.358659,42,w_throughput,1.0,20,priority,100.0,100.0,100.0,0.9337,-0.537896,16.95,1.13,6e-05,SIMULATION
sensitivity_42_20_priority_w_throughput_1.0_43,2026-09-01T11:49:22.358829,43,w_throughput,1.0,20,priority,100.0,100.0,100.0,0.9344,-0.516343,8.54,4.48,6.4e-05,SIMULATION
sensitivity_42_20_priority_w_throughput_1.0_44,2026-09-01T11:49:22.359022,44,w_throughput,1.0,20,priority,100.0,100.0,100.0,0.9439,-0.547873,13.72,3.71,4.8e-05,SIMULATION
sensitivity_42_20_priority_w_throughput_1.0_45,2026-09-01T11:49:22.359188,45,w_throughput,1.0,20,priority,100.0,100.0,100.0,0.9366,-0.566959,11.81,3.44,4.9e-05,SIMULATION
sensitivity_42_20_priority_w_throughput_1.0_46,2026-09-01T11:49:22.359352,46,w_throughput,1.0,20,priority,100.0,100.0,100.0,0.9266,-0.652411,20.44,3.0,4.9e-05,SIMULATION
sensitivity_42_20_max_min_fairness_w_throughput_1.0_42,2026-09-01T11:49:22.359533,42,w_throughput,1.0,20,max_min_fairness,100.0,100.0,100.0,0.9798,-0.508816,16.95,1.13,4.4e-05,SIMULATION
sensitivity_42_20_max_min_fairness_w_throughput_1.0_43,2026-09-01T11:49:22.359686,43,w_throughput,1.0,20,max_min_fairness,100.0,100.0,100.0,0.9924,-0.49679,8.54,4.48,4.4e-05,SIMULATION
sensitivity_42_20_max_min_fairness_w_throughput_1.0_44,2026-09-01T11:49:22.359833,44,w_throughput,1.0,20,max_min_fairness,100.0,100.0,100.0,0.9817,-0.518117,13.72,3.71,4.4e-05,SIMULATION
sensitivity_42_20_max_min_fairness_w_throughput_1.0_45,2026-09-01T11:49:22.359979,45,w_throughput,1.0,20,max_min_fairness,100.0,100.0,100.0,0.9748,-0.536239,11.81,3.44,4.3e-05,SIMULATION
sensitivity_42_20_max_min_fairness_w_throughput_1.0_46,2026-09-01T11:49:22.360125,46,w_throughput,1.0,20,max_min_fairness,100.0,100.0,100.0,0.9842,-0.613476,20.44,3.0,4.3e-05,SIMULATION
sensitivity_42_20_alpha_fair_w_throughput_1.0_42,2026-09-01T11:49:22.360268,42,w_throughput,1.0,20,alpha_fair,100.0,100.0,100.0,0.8473,-0.5576,16.95,1.13,4.4e-05,SIMULATION
sensitivity_42_20_alpha_fair_w_throughput_1.0_43,2026-09-01T11:49:22.360407,43,w_throughput,1.0,20,alpha_fair,100.0,100.0,100.0,0.7922,-0.572847,8.54,4.48,4.4e-05,SIMULATION
sensitivity_42_20_alpha_fair_w_throughput_1.0_44,2026-09-01T11:49:22.360545,44,w_throughput,1.0,20,alpha_fair,100.0,100.0,100.0,0.764,-0.615757,13.72,3.71,4.4e-05,SIMULATION
sensitivity_42_20_alpha_fair_w_throughput_1.0_45,2026-09-01T11:49:22.360702,45,w_throughput,1.0,20,alpha_fair,100.0,100.0,100.0,0.7559,-0.63941,11.81,3.44,4.5e-05,SIMULATION
sensitivity_42_20_alpha_fair_w_throughput_1.0_46,2026-09-01T11:49:22.360847,46,w_throughput,1.0,20,alpha_fair,100.0,100.0,100.0,0.8103,-0.668303,20.44,3.0,4.5e-05,SIMULATION
sensitivity_42_20_game_theory_w_throughput_1.0_42,2026-09-01T11:49:22.363211,42,w_throughput,1.0,20,game_theory,100.0,59.5,59.5,0.9581,0.692339,16.95,1.13,5.3e-05,SIMULATION
sensitivity_42_20_game_theory_w_throughput_1.0_43,2026-09-01T11:49:22.365248,43,w_throughput,1.0,20,game_theory,100.0,59.5,59.5,0.9555,0.69592,8.54,4.48,5.1e-05,SIMULATION
sensitivity_42_20_game_theory_w_throughput_1.0_44,2026-09-01T11:49:22.367279,44,w_throughput,1.0,20,game_theory,100.0,59.5,59.5,0.9555,0.695616,13.72,3.71,5.7e-05,SIMULATION
sensitivity_42_20_game_theory_w_throughput_1.0_45,2026-09-01T11:49:22.369580,45,w_throughput,1.0,20,game_theory,100.0,59.5,59.5,0.9713,0.6875,11.81,3.44,5.2e-05,SIMULATION
sensitivity_42_20_game_theory_w_throughput_1.0_46,2026-09-01T11:49:22.372486,46,w_throughput,1.0,20,game_theory,100.0,59.5,59.5,0.9607,0.622034,20.44,3.0,5.3e-05,SIMULATION
sensitivity_42_30_equal_w_throughput_1.0_42,2026-09-01T11:49:22.372678,42,w_throughput,1.0,30,equal,100.0,97.9033,97.9033,0.9936,0.032359,16.95,1.13,6.2e-05,SIMULATION
sensitivity_42_30_equal_w_throughput_1.0_43,2026-09-01T11:49:22.372865,43,w_throughput,1.0,30,equal,100.0,99.3633,99.3633,0.999,-0.007881,8.54,4.48,6.1e-05,SIMULATION
sensitivity_42_30_equal_w_throughput_1.0_44,2026-09-01T11:49:22.373069,44,w_throughput,1.0,30,equal,100.0,99.4667,99.4667,0.9992,0.00933,13.72,3.71,6.2e-05,SIMULATION
sensitivity_42_30_equal_w_throughput_1.0_45,2026-09-01T11:49:22.373360,45,w_throughput,1.0,30,equal,100.0,98.5833,98.5833,0.9958,0.026464,11.81,3.44,0.000108,SIMULATION
sensitivity_42_30_equal_w_throughput_1.0_46,2026-09-01T11:49:22.373681,46,w_throughput,1.0,30,equal,100.0,98.9067,98.9067,0.9965,-0.04686,20.44,3.0,0.000114,SIMULATION
sensitivity_42_30_proportional_w_throughput_1.0_42,2026-09-01T11:49:22.373987,42,w_throughput,1.0,30,proportional,100.0,100.0,100.0,0.8041,-0.080179,16.95,1.13,8.3e-05,SIMULATION
sensitivity_42_30_proportional_w_throughput_1.0_43,2026-09-01T11:49:22.374242,43,w_throughput,1.0,30,proportional,100.0,100.0,100.0,0.8005,-0.081466,8.54,4.48,8.9e-05,SIMULATION
sensitivity_42_30_proportional_w_throughput_1.0_44,2026-09-01T11:49:22.374463,44,w_throughput,1.0,30,proportional,100.0,100.0,100.0,0.7492,-0.092381,13.72,3.71,6.5e-05,SIMULATION
sensitivity_42_30_proportional_w_throughput_1.0_45,2026-09-01T11:49:22.374657,45,w_throughput,1.0,30,proportional,100.0,100.0,100.0,0.7845,-0.093664,11.81,3.44,6.3e-05,SIMULATION
sensitivity_42_30_proportional_w_throughput_1.0_46,2026-09-01T11:49:22.374856,46,w_throughput,1.0,30,proportional,100.0,100.0,100.0,0.834,-0.125027,20.44,3.0,6.4e-05,SIMULATION
sensitivity_42_30_priority_w_throughput_1.0_42,2026-09-01T11:49:22.375086,42,w_throughput,1.0,30,priority,100.0,100.0,100.0,0.9351,-0.041797,16.95,1.13,7.1e-05,SIMULATION
sensitivity_42_30_priority_w_throughput_1.0_43,2026-09-01T11:49:22.375328,43,w_throughput,1.0,30,priority,100.0,100.0,100.0,0.9312,-0.036285,8.54,4.48,6.3e-05,SIMULATION
sensitivity_42_30_priority_w_throughput_1.0_44,2026-09-01T11:49:22.375553,44,w_throughput,1.0,30,priority,100.0,100.0,100.0,0.9408,-0.025705,13.72,3.71,7.5e-05,SIMULATION
sensitivity_42_30_priority_w_throughput_1.0_45,2026-09-01T11:49:22.375785,45,w_throughput,1.0,30,priority,100.0,100.0,100.0,0.9403,-0.033837,11.81,3.44,7.6e-05,SIMULATION
sensitivity_42_30_priority_w_throughput_1.0_46,2026-09-01T11:49:22.375992,46,w_throughput,1.0,30,priority,100.0,100.0,100.0,0.9376,-0.10673,20.44,3.0,5.7e-05,SIMULATION
sensitivity_42_30_max_min_fairness_w_throughput_1.0_42,2026-09-01T11:49:22.376183,42,w_throughput,1.0,30,max_min_fairness,100.0,100.0,100.0,0.9929,-0.02032,16.95,1.13,5.7e-05,SIMULATION
sensitivity_42_30_max_min_fairness_w_throughput_1.0_43,2026-09-01T11:49:22.376375,43,w_throughput,1.0,30,max_min_fairness,100.0,100.0,100.0,0.9989,-0.023904,8.54,4.48,6.1e-05,SIMULATION
sensitivity_42_30_max_min_fairness_w_throughput_1.0_44,2026-09-01T11:49:22.376563,44,w_throughput,1.0,30,max_min_fairness,100.0,100.0,100.0,0.9991,-0.004212,13.72,3.71,5.6e-05,SIMULATION
sensitivity_42_30_max_min_fairness_w_throughput_1.0_45,2026-09-01T11:49:22.376749,45,w_throughput,1.0,30,max_min_fairness,100.0,100.0,100.0,0.9956,-0.009307,11.81,3.44,5.6e-05,SIMULATION
sensitivity_42_30_max_min_fairness_w_throughput_1.0_46,2026-09-01T11:49:22.376936,46,w_throughput,1.0,30,max_min_fairness,100.0,100.0,100.0,0.9963,-0.075169,20.44,3.0,5.6e-05,SIMULATION
sensitivity_42_30_alpha_fair_w_throughput_1.0_42,2026-09-01T11:49:22.377114,42,w_throughput,1.0,30,alpha_fair,100.0,100.0,100.0,0.8041,-0.080179,16.95,1.13,5.6e-05,SIMULATION
sensitivity_42_30_alpha_fair_w_throughput_1.0_43,2026-09-01T11:49:22.377291,43,w_throughput,1.0,30,alpha_fair,100.0,100.0,100.0,0.8005,-0.081466,8.54,4.48,5.6e-05,SIMULATION
sensitivity_42_30_alpha_fair_w_throughput_1.0_44,2026-09-01T11:49:22.377467,44,w_throughput,1.0,30,alpha_fair,100.0,100.0,100.0,0.7492,-0.092381,13.72,3.71,5.6e-05,SIMULATION
sensitivity_42_30_alpha_fair_w_throughput_1.0_45,2026-09-01T11:49:22.377662,45,w_throughput,1.0,30,alpha_fair,100.0,100.0,100.0,0.7845,-0.093664,11.81,3.44,5.8e-05,SIMULATION
sensitivity_42_30_alpha_fair_w_throughput_1.0_46,2026-09-01T11:49:22.377859,46,w_throughput,1.0,30,alpha_fair,100.0,100.0,100.0,0.834,-0.125027,20.44,3.0,5.9e-05,SIMULATION
sensitivity_42_30_game_theory_w_throughput_1.0_42,2026-09-01T11:49:22.381576,42,w_throughput,1.0,30,game_theory,100.0,71.0,71.0,0.9547,0.543969,16.95,1.13,6.8e-05,SIMULATION
sensitivity_42_30_game_theory_w_throughput_1.0_43,2026-09-01T11:49:22.385349,43,w_throughput,1.0,30,game_theory,100.0,71.0,71.0,0.9575,0.540335,8.54,4.48,6.6e-05,SIMULATION
sensitivity_42_30_game_theory_w_throughput_1.0_44,2026-09-01T11:49:22.389709,44,w_throughput,1.0,30,game_theory,100.0,72.0,72.0,0.9417,0.545798,13.72,3.71,6.7e-05,SIMULATION
sensitivity_42_30_game_theory_w_throughput_1.0_45,2026-09-01T11:49:22.394555,45,w_throughput,1.0,30,game_theory,100.0,71.5,71.5,0.9507,0.5479,11.81,3.44,0.000101,SIMULATION
sensitivity_42_30_game_theory_w_throughput_1.0_46,2026-09-01T11:49:22.399270,46,w_throughput,1.0,30,game_theory,100.0,71.0,71.0,0.9547,0.501631,20.44,3.0,7.2e-05,SIMULATION
sensitivity_42_50_equal_w_throughput_1.0_42,2026-09-01T11:49:22.399548,42,w_throughput,1.0,50,equal,100.0,100.0,100.0,1.0,0.277362,16.95,1.13,9.2e-05,SIMULATION
sensitivity_42_50_equal_w_throughput_1.0_43,2026-09-01T11:49:22.399833,43,w_throughput,1.0,50,equal,100.0,100.0,100.0,1.0,0.232636,8.54,4.48,0.000103,SIMULATION
sensitivity_42_50_equal_w_throughput_1.0_44,2026-09-01T11:49:22.400095,44,w_throughput,1.0,50,equal,100.0,100.0,100.0,1.0,0.25892,13.72,3.71,8.7e-05,SIMULATION
sensitivity_42_50_equal_w_throughput_1.0_45,2026-09-01T11:49:22.400359,45,w_throughput,1.0,50,equal,100.0,100.0,100.0,1.0,0.259276,11.81,3.44,8.7e-05,SIMULATION
sensitivity_42_50_equal_w_throughput_1.0_46,2026-09-01T11:49:22.400617,46,w_throughput,1.0,50,equal,100.0,100.0,100.0,1.0,0.24043,20.44,3.0,8.6e-05,SIMULATION
sensitivity_42_50_proportional_w_throughput_1.0_42,2026-09-01T11:49:22.400883,42,w_throughput,1.0,50,proportional,100.0,100.0,100.0,0.821,0.233724,16.95,1.13,8.8e-05,SIMULATION
sensitivity_42_50_proportional_w_throughput_1.0_43,2026-09-01T11:49:22.401148,43,w_throughput,1.0,50,proportional,100.0,100.0,100.0,0.7826,0.187726,8.54,4.48,8.7e-05,SIMULATION
sensitivity_42_50_proportional_w_throughput_1.0_44,2026-09-01T11:49:22.401412,44,w_throughput,1.0,50,proportional,100.0,100.0,100.0,0.7759,0.203748,13.72,3.71,8.8e-05,SIMULATION
sensitivity_42_50_proportional_w_throughput_1.0_45,2026-09-01T11:49:22.401675,45,w_throughput,1.0,50,proportional,100.0,100.0,100.0,0.7633,0.185905,11.81,3.44,8.7e-05,SIMULATION
sensitivity_42_50_proportional_w_throughput_1.0_46,2026-09-01T11:49:22.401936,46,w_throughput,1.0,50,proportional,100.0,100.0,100.0,0.8102,0.197139,20.44,3.0,8.6e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_1.0_42,2026-09-01T11:49:22.402236,42,w_throughput,1.0,50,priority,100.0,100.0,100.0,0.9409,0.27029,16.95,1.13,8.8e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_1.0_43,2026-09-01T11:49:22.402532,43,w_throughput,1.0,50,priority,100.0,100.0,100.0,0.9282,0.228502,8.54,4.48,8.8e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_1.0_44,2026-09-01T11:49:22.402854,44,w_throughput,1.0,50,priority,100.0,100.0,100.0,0.9362,0.250623,13.72,3.71,8.7e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_1.0_45,2026-09-01T11:49:22.403154,45,w_throughput,1.0,50,priority,100.0,100.0,100.0,0.9369,0.248698,11.81,3.44,8.5e-05,SIMULATION
sensitivity_42_50_priority_w_throughput_1.0_46,2026-09-01T11:49:22.403437,46,w_throughput,1.0,50,priority,100.0,100.0,100.0,0.9385,0.228913,20.44,3.0,8.5e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_1.0_42,2026-09-01T11:49:22.403703,42,w_throughput,1.0,50,max_min_fairness,100.0,100.0,100.0,1.0,0.277362,16.95,1.13,8.5e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_1.0_43,2026-09-01T11:49:22.403969,43,w_throughput,1.0,50,max_min_fairness,100.0,100.0,100.0,1.0,0.232636,8.54,4.48,8.4e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_1.0_44,2026-09-01T11:49:22.404239,44,w_throughput,1.0,50,max_min_fairness,100.0,100.0,100.0,1.0,0.25892,13.72,3.71,8.5e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_1.0_45,2026-09-01T11:49:22.404504,45,w_throughput,1.0,50,max_min_fairness,100.0,100.0,100.0,1.0,0.259276,11.81,3.44,8.4e-05,SIMULATION
sensitivity_42_50_max_min_fairness_w_throughput_1.0_46,2026-09-01T11:49:22.404768,46,w_throughput,1.0,50,max_min_fairness,100.0,100.0,100.0,1.0,0.24043,20.44,3.0,8.4e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_1.0_42,2026-09-01T11:49:22.405042,42,w_throughput,1.0,50,alpha_fair,100.0,100.0,100.0,0.821,0.233724,16.95,1.13,8.4e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_1.0_43,2026-09-01T11:49:22.405299,43,w_throughput,1.0,50,alpha_fair,100.0,100.0,100.0,0.7826,0.187726,8.54,4.48,8.3e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_1.0_44,2026-09-01T11:49:22.405555,44,w_throughput,1.0,50,alpha_fair,100.0,100.0,100.0,0.7759,0.203748,13.72,3.71,8.3e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_1.0_45,2026-09-01T11:49:22.405827,45,w_throughput,1.0,50,alpha_fair,100.0,100.0,100.0,0.7633,0.185905,11.81,3.44,8.3e-05,SIMULATION
sensitivity_42_50_alpha_fair_w_throughput_1.0_46,2026-09-01T11:49:22.406147,46,w_throughput,1.0,50,alpha_fair,100.0,100.0,100.0,0.8102,0.197139,20.44,3.0,8.8e-05,SIMULATION
sensitivity_42_50_game_theory_w_throughput_1.0_42,2026-09-01T11:49:22.414670,42,w_throughput,1.0,50,game_theory,100.0,89.0,89.0,0.9264,0.400763,16.95,1.13,0.000135,SIMULATION
sensitivity_42_50_game_theory_w_throughput_1.0_43,2026-09-01T11:49:22.421769,43,w_throughput,1.0,50,game_theory,100.0,88.0,88.0,0.956,0.37279,8.54,4.48,9.9e-05,SIMULATION
